,ts_code,trade_date,open,high,low,close,pct_chg,vol,hlc3,t_chg,ema_lower,ema,ema_upper,bandwidth,bandwidth_chg,percent,macd,histogram,signal,avgwidthratio30,avgwidthratio20,avgwidthratio10,avgwidthratio5,rsi,cci,volratio5,volratio10,volratio3,pirceratio5,pirceratio10,priceratio3,forcasting1,forcasting5
500,600409.SH,20200518,4.0363,4.0545,3.9816,3.9998,-0.6804,97485.34,4.012,-0.904,3.673,4.23,4.786,26.336,-0.942,0.305,-0.196,0.005,-0.201,1.357,1.688,1.111,1.01,29.156,-55.545,0.661,0.559,0.637,0.985,0.989,0.995,803.61,-409.1
501,600409.SH,20200515,3.9816,4.0545,3.9816,4.0272,1.1453,116264.26,4.021,1.145,3.672,4.252,4.832,27.278,0.241,0.301,-0.201,0.002,-0.202,1.388,1.836,1.234,1.065,29.517,-57.464,0.793,0.512,0.747,0.983,0.987,0.99,803.61,-593.752
502,600409.SH,20200514,4.0181,4.0363,3.9725,3.9816,-1.1323,145671.44,3.997,-0.908,3.699,4.277,4.855,27.037,0.793,0.258,-0.205,-0.002,-0.203,1.361,1.897,1.342,1.081,27.309,-75.04,0.854,0.629,0.936,0.973,0.969,0.974,802.7,-409.054
503,600409.SH,20200513,4.0363,4.1001,3.9907,4.0272,-0.6733,219711.81,4.039,-0.225,3.741,4.306,4.871,26.243,0.641,0.264,-0.205,-0.003,-0.202,1.308,1.888,1.437,1.081,28.764,-59.306,1.363,0.983,1.707,0.984,0.968,0.979,800.88,-293.0
504,600409.SH,20200512,4.1183,4.1365,4.0272,4.0545,-1.5492,130819.0,4.073,-1.549,3.779,4.334,4.889,25.602,0.292,0.264,-0.206,-0.005,-0.201,1.262,1.852,1.556,1.103,29.921,-52.348,0.796,0.585,0.777,0.996,0.965,0.985,800.88,-179.411
505,600409.SH,20200511,4.1638,4.2094,4.0909,4.1183,-1.0928,126244.16,4.14,-1.093,3.81,4.362,4.914,25.31,0.292,0.299,-0.208,-0.008,-0.2,1.236,1.814,1.726,1.175,32.319,-39.808,0.642,0.538,0.711,1.019,0.972,1.009,808.17,-221.609
506,600409.SH,20200508,4.1456,4.2003,4.1092,4.1638,0.8819,146082.33,4.158,0.439,3.837,4.385,4.934,25.018,0.512,0.293,-0.215,-0.017,-0.198,1.216,1.742,1.941,1.318,32.985,-42.482,0.507,0.619,0.818,1.022,0.965,1.025,817.28,-353.48
507,600409.SH,20200507,4.1365,4.1638,4.1001,4.1274,-0.6571,111599.43,4.13,-0.22,3.869,4.409,4.95,24.506,1.131,0.242,-0.222,-0.028,-0.194,1.189,1.645,2.182,1.549,31.018,-57.164,0.369,0.448,0.484,0.999,0.947,1.027,828.21,-219.149
508,600409.SH,20200506,3.9725,4.2094,3.9725,4.1547,3.166,289307.07,4.112,4.587,3.92,4.439,4.957,23.375,1.465,0.185,-0.225,-0.039,-0.186,1.137,1.506,2.41,1.821,29.748,-72.869,1.048,1.149,0.872,0.975,0.931,1.018,829.12,-355.675
509,600409.SH,20200430,3.9907,4.0363,3.9725,4.0272,1.6097,163129.85,4.012,0.915,3.983,4.473,4.963,21.91,2.728,0.03,-0.224,-0.047,-0.177,1.072,1.354,2.611,2.16,22.51,-115.698,0.603,0.565,0.479,0.93,0.895,0.962,828.21,193.817
510,600409.SH,20200429,3.9361,4.0181,3.9361,3.9634,-0.2291,150036.45,3.973,0.694,4.088,4.521,4.955,19.182,3.969,-0.133,-0.209,-0.044,-0.165,0.944,1.131,2.568,2.432,19.494,-169.402,0.523,0.516,0.447,0.9,0.876,0.918,818.19,307.825
511,600409.SH,20200428,4.1183,4.1365,3.8541,3.9725,-3.3267,320537.58,3.988,-3.54,4.231,4.579,4.928,15.213,5.527,-0.349,-0.182,-0.028,-0.154,0.753,0.85,2.127,2.427,19.767,-262.95,1.23,1.152,1.113,0.88,0.869,0.891,799.06,532.101
512,600409.SH,20200427,4.3825,4.3916,4.0636,4.1092,-8.8889,693521.32,4.188,-6.236,4.417,4.642,4.866,9.686,4.111,-0.508,-0.148,-0.0,-0.147,0.48,0.509,1.281,1.7,23.838,-319.755,3.698,2.935,3.93,0.907,0.906,0.915,793.59,287.347
513,600409.SH,20200424,4.583,4.6012,4.501,4.5101,-1.5907,196880.41,4.537,-1.591,4.559,4.689,4.82,5.575,0.111,-0.081,-0.122,0.025,-0.147,0.275,0.274,0.635,0.953,35.645,-103.121,0.948,0.842,1.171,0.977,0.978,0.984,808.17,-380.172
514,600409.SH,20200423,4.6012,4.6194,4.583,4.583,-0.3955,131446.24,4.595,-0.396,4.577,4.705,4.834,5.464,-0.276,0.072,-0.122,0.031,-0.153,0.267,0.253,0.522,0.881,38.557,-57.908,0.468,0.547,0.66,0.984,0.989,0.99,861.93,-517.238
515,600409.SH,20200422,4.5374,4.6376,4.5283,4.6012,0.7996,130468.2,4.589,1.406,4.581,4.717,4.852,5.74,0.103,0.028,-0.127,0.034,-0.161,0.278,0.252,0.46,0.851,38.063,-57.651,0.454,0.52,0.53,0.983,0.986,0.982,909.31,-1015.447
516,600409.SH,20200421,4.6376,4.6467,4.5374,4.5647,-2.3406,247136.01,4.583,-1.572,4.597,4.73,4.864,5.637,0.13,-0.052,-0.131,0.039,-0.17,0.269,0.236,0.375,0.726,37.6,-59.826,0.892,1.016,0.755,0.983,0.985,0.973,918.42,-966.3
517,600409.SH,20200420,4.7196,4.7287,4.6467,4.6741,-0.5807,163589.06,4.683,-0.964,4.615,4.746,4.876,5.506,-0.749,0.261,-0.133,0.047,-0.18,0.257,0.222,0.31,0.598,42.407,47.707,0.567,0.667,0.498,1.008,1.009,0.999,916.59,-1192.851
518,600409.SH,20200417,4.7105,4.747,4.6832,4.7014,-0.3856,255661.88,4.711,-0.193,4.604,4.752,4.901,6.255,-0.251,0.359,-0.144,0.048,-0.191,0.286,0.245,0.305,0.552,43.819,83.814,0.934,1.065,0.823,1.014,1.018,1.014,923.88,-935.228
519,600409.SH,20200416,4.7378,4.7561,4.6741,4.7196,-0.9569,317615.76,4.717,-0.384,4.602,4.757,4.911,6.506,-1.049,0.37,-0.159,0.045,-0.203,0.292,0.249,0.281,0.457,44.12,109.015,1.248,1.411,1.098,1.016,1.022,1.022,937.55,-330.93
520,600409.SH,20200415,4.6012,4.8654,4.5647,4.7652,3.7695,571730.5,4.732,3.564,4.581,4.761,4.941,7.556,-1.468,0.419,-0.176,0.039,-0.214,0.331,0.285,0.294,0.428,44.83,124.674,2.844,2.884,3.035,1.022,1.028,1.027,942.1,-210.279
521,600409.SH,20200414,4.5921,4.6103,4.5556,4.5921,0.4001,169936.67,4.586,0.0,4.549,4.764,4.979,9.024,-2.691,0.086,-0.197,0.028,-0.224,0.386,0.339,0.321,0.415,35.646,-40.6,0.852,0.858,0.866,0.992,0.994,0.99,948.48,185.705
522,600409.SH,20200413,4.5374,4.583,4.4918,4.5738,0.3995,184027.69,4.55,0.802,4.503,4.783,5.063,11.715,-2.499,0.084,-0.206,0.025,-0.231,0.49,0.442,0.39,0.455,33.074,-86.483,0.922,0.94,0.864,0.984,0.983,0.977,935.73,45.096
523,600409.SH,20200410,4.6923,4.6923,4.5374,4.5556,-2.7246,231136.31,4.595,-2.913,4.466,4.807,5.149,14.214,-4.761,0.189,-0.21,0.027,-0.237,0.584,0.541,0.448,0.483,34.672,-50.348,1.19,1.182,1.182,0.995,0.99,0.989,916.59,282.511
524,600409.SH,20200409,4.7014,4.7378,4.6741,4.6832,-0.1939,168357.83,4.698,-0.387,4.371,4.83,5.288,18.975,-4.956,0.357,-0.218,0.026,-0.244,0.771,0.735,0.576,0.588,38.573,69.155,0.877,0.837,0.844,1.021,1.013,1.018,912.94,87.59
525,600409.SH,20200408,4.6558,4.7014,4.6467,4.6923,0.1943,201830.79,4.68,0.784,4.264,4.843,5.423,23.931,-4.093,0.359,-0.235,0.015,-0.251,0.968,0.949,0.712,0.699,37.426,31.386,0.988,0.967,1.015,1.02,1.01,1.022,923.88,68.196
526,600409.SH,20200407,4.6103,4.7014,4.5921,4.6832,3.2133,250734.19,4.659,1.581,4.18,4.861,5.542,28.024,-5.5,0.352,-0.252,0.003,-0.254,1.134,1.135,0.834,0.793,36.143,2.406,1.317,1.18,1.435,1.013,1.003,1.02,937.55,185.008
527,600409.SH,20200403,4.5921,4.5921,4.5283,4.5374,-1.3866,161192.97,4.553,-1.191,4.064,4.882,5.7,33.524,-2.334,0.299,-0.267,-0.012,-0.255,1.368,1.396,1.02,0.949,29.465,-89.797,0.848,0.718,0.792,0.985,0.976,0.994,937.55,-13.297
528,600409.SH,20200402,4.501,4.6012,4.4827,4.6012,1.4061,184301.64,4.562,2.226,4.035,4.917,5.798,35.858,-0.537,0.299,-0.272,-0.02,-0.252,1.48,1.544,1.134,1.03,29.71,-95.618,0.934,0.777,0.925,0.98,0.972,0.988,922.06,-132.415
529,600409.SH,20200401,4.5738,4.5921,4.5192,4.5374,-0.7958,199374.88,4.55,-0.796,4.052,4.954,5.855,36.395,0.475,0.276,-0.275,-0.028,-0.247,1.52,1.62,1.214,1.066,28.982,-109.743,0.984,0.789,1.054,0.975,0.962,0.977,913.86,9.98
530,600409.SH,20200331,4.6285,4.6558,4.5647,4.5738,-0.5955,153892.85,4.598,-1.182,4.099,4.996,5.894,35.92,0.365,0.278,-0.274,-0.033,-0.24,1.518,1.641,1.279,1.078,30.135,-89.553,0.686,0.548,0.741,0.984,0.963,0.98,913.86,221.725
531,600409.SH,20200330,4.6832,4.6832,4.5283,4.6012,-2.3203,276107.51,4.604,-1.751,4.143,5.038,5.934,35.555,0.886,0.258,-0.273,-0.041,-0.232,1.52,1.654,1.37,1.109,30.276,-87.795,1.216,0.927,1.406,0.978,0.954,0.979,911.12,142.256
532,600409.SH,20200327,4.747,4.7834,4.6741,4.7105,0.3879,167260.42,4.723,-0.769,4.203,5.084,5.965,34.669,1.083,0.295,-0.269,-0.048,-0.222,1.498,1.639,1.466,1.135,33.02,-57.468,0.673,0.515,0.741,1.002,0.965,1.01,917.5,-111.235
533,600409.SH,20200326,4.7014,4.747,4.6741,4.6923,-1.1523,159264.0,4.704,-0.194,4.262,5.122,5.982,33.586,0.834,0.257,-0.272,-0.062,-0.21,1.465,1.61,1.57,1.174,32.147,-66.873,0.578,0.434,0.615,0.992,0.946,1.0,931.17,-346.25
534,600409.SH,20200325,4.7287,4.7925,4.6832,4.747,2.1585,228409.56,4.741,0.387,4.32,5.166,6.012,32.752,0.418,0.249,-0.27,-0.076,-0.194,1.44,1.589,1.699,1.249,32.94,-67.281,0.764,0.527,0.829,0.993,0.937,1.007,940.28,-246.488
535,600409.SH,20200324,4.6741,4.6832,4.5738,4.6467,1.189,230426.22,4.635,-0.586,4.368,5.211,6.053,32.334,1.346,0.158,-0.267,-0.092,-0.175,1.434,1.587,1.862,1.386,28.168,-93.802,0.682,0.439,0.773,0.955,0.895,0.972,943.93,-430.405
536,600409.SH,20200323,4.7014,4.7196,4.5738,4.5921,-4.544,284845.56,4.628,-2.325,4.455,5.272,6.088,30.989,2.907,0.106,-0.249,-0.097,-0.152,1.391,1.534,1.927,1.535,27.897,-108.335,0.775,0.485,0.892,0.936,0.876,0.955,939.37,-409.442
537,600409.SH,20200320,4.8107,4.8654,4.7561,4.8107,0.5707,291660.31,4.811,0.0,4.59,5.339,6.089,28.081,2.558,0.147,-0.221,-0.093,-0.128,1.276,1.392,1.836,1.645,31.147,-97.139,0.735,0.48,0.805,0.952,0.898,0.978,923.88,-523.746
538,600409.SH,20200319,4.8107,4.8472,4.665,4.7834,-0.379,295649.75,4.765,-0.567,4.706,5.395,6.083,25.523,3.6,0.043,-0.201,-0.097,-0.105,1.166,1.26,1.734,1.787,29.246,-128.759,0.655,0.475,0.731,0.918,0.877,0.949,940.28,-348.652
539,600409.SH,20200318,4.9656,5.0203,4.7925,4.8016,-2.7682,320964.92,4.871,-3.303,4.863,5.461,6.06,21.923,3.399,0.007,-0.168,-0.088,-0.08,1.001,1.069,1.503,1.796,31.095,-144.944,0.576,0.499,0.728,0.916,0.886,0.943,959.41,-328.509
540,600409.SH,20200317,5.0294,5.0932,4.7834,4.9383,-1.4547,369679.1,4.938,-1.811,5.012,5.523,6.035,18.524,3.586,-0.072,-0.135,-0.076,-0.058,0.841,0.885,1.23,1.684,32.28,-176.464,0.526,0.557,0.732,0.9,0.888,0.926,958.5,-639.426
541,600409.SH,20200316,5.2481,5.321,4.9656,5.0112,-3.5083,463367.96,5.099,-4.514,5.168,5.585,6.002,14.938,2.826,-0.082,-0.096,-0.057,-0.039,0.67,0.694,0.923,1.321,35.268,-188.969,0.589,0.679,0.739,0.91,0.911,0.932,973.99,-859.261
542,600409.SH,20200313,5.0658,5.2845,5.0658,5.1934,-3.7172,464829.98,5.181,2.519,5.295,5.636,5.977,12.112,2.721,-0.166,-0.063,-0.038,-0.025,0.534,0.545,0.689,0.967,36.872,-220.101,0.585,0.671,0.566,0.912,0.918,0.915,994.95,-1252.041
543,600409.SH,20200312,5.485,5.6034,5.3574,5.3939,-2.4699,464968.33,5.452,-1.661,5.417,5.684,5.951,9.391,0.583,0.065,-0.027,-0.011,-0.016,0.405,0.407,0.488,0.662,42.798,-119.314,0.586,0.644,0.49,0.957,0.96,0.948,1020.46,-767.672
544,600409.SH,20200311,5.7492,5.7492,5.5032,5.5305,-3.4985,626299.92,5.594,-3.804,5.457,5.708,5.96,8.807,-0.674,0.273,-0.009,0.004,-0.013,0.37,0.368,0.421,0.547,46.436,-61.901,0.802,0.8,0.681,0.98,0.979,0.971,1058.73,-933.761
545,600409.SH,20200310,5.8676,5.8676,5.3756,5.731,-3.2302,951377.17,5.658,-2.328,5.449,5.72,5.991,9.482,-1.771,0.385,0.001,0.015,-0.014,0.388,0.384,0.421,0.513,48.123,-29.207,1.319,1.211,1.196,0.993,0.988,0.986,1092.44,-1257.414
546,600409.SH,20200309,5.813,6.1774,5.7219,5.9223,1.5623,1242590.02,5.941,1.88,5.405,5.727,6.049,11.253,-5.573,0.832,0.006,0.024,-0.018,0.45,0.445,0.469,0.532,56.517,123.171,1.983,1.685,1.993,1.057,1.043,1.05,1126.15,-1159.945
547,600409.SH,20200306,5.6034,5.9679,5.6034,5.8312,2.8938,971979.81,5.801,4.065,5.224,5.704,6.184,16.826,-2.604,0.601,-0.017,0.007,-0.024,0.662,0.662,0.673,0.734,52.754,73.343,1.736,1.396,1.839,1.035,1.022,1.033,1165.33,-790.783
548,600409.SH,20200305,5.6399,5.6945,5.567,5.6672,1.3031,514209.26,5.643,0.484,5.141,5.694,6.247,19.429,0.16,0.454,-0.031,-0.005,-0.025,0.756,0.756,0.756,0.8,48.065,-18.932,0.849,0.721,0.905,1.001,0.995,1.013,1175.35,67.157
549,600409.SH,20200304,5.567,5.6125,5.4667,5.5943,-0.1624,454410.9,5.558,0.49,5.15,5.7,6.249,19.269,-1.102,0.371,-0.032,-0.008,-0.024,0.74,0.74,0.729,0.751,45.369,-79.316,0.609,0.624,0.761,0.974,0.978,0.992,1149.84,-136.323
550,600409.SH,20200303,5.6581,5.7401,5.5579,5.6034,-1.1258,553601.3,5.634,-0.967,5.132,5.714,6.297,20.371,-3.421,0.431,-0.024,-0.002,-0.022,0.773,0.773,0.753,0.76,47.397,-29.472,0.677,0.74,0.844,0.983,0.991,0.995,1126.15,78.805
551,600409.SH,20200302,5.567,5.6854,5.5032,5.6672,4.0139,591820.25,5.619,1.8,5.042,5.723,6.404,23.792,-3.444,0.423,-0.022,-0.001,-0.022,0.897,0.897,0.87,0.868,46.959,-44.76,0.707,0.773,0.711,0.98,0.988,0.978,1119.77,362.53
552,600409.SH,20200228,5.5123,5.6125,5.3392,5.4485,-3.2358,673170.95,5.467,-1.157,4.953,5.734,6.515,27.236,-0.282,0.329,-0.018,0.004,-0.022,1.029,1.029,0.996,0.992,42.548,-135.188,0.829,0.856,0.74,0.95,0.957,0.938,1127.06,775.323
553,600409.SH,20200227,5.813,5.8494,5.6125,5.6307,-2.3702,571388.41,5.698,-3.136,4.969,5.762,6.555,27.518,0.015,0.459,0.004,0.027,-0.023,1.042,1.042,1.008,1.003,48.168,-31.452,0.685,0.688,0.604,0.993,0.993,0.981,1111.57,471.555
554,600409.SH,20200226,5.977,6.059,5.7583,5.7674,-4.8127,787971.96,5.862,-3.507,4.976,5.769,6.562,27.503,0.026,0.558,0.008,0.037,-0.029,1.045,1.045,1.01,1.004,52.738,11.028,0.979,0.888,0.897,1.027,1.018,1.021,1107.92,-248.591
555,600409.SH,20200225,5.7856,6.0772,5.731,6.059,3.5833,1298854.12,5.956,4.726,4.968,5.759,6.55,27.478,0.149,0.624,1.0,1.0,1.0,1.047,1.047,1.013,1.005,55.53,23.131,1.809,1.298,1.781,1.053,1.024,1.054,1139.81,-647.674
556,600409.SH,20200224,5.6581,5.9041,5.6399,5.8494,4.3902,980591.01,5.798,3.381,4.954,5.738,6.523,27.328,-0.066,0.538,1.0,1.0,1.0,1.045,1.045,1.023,1.0,51.56,-15.884,1.432,0.871,1.538,1.031,0.988,1.031,1182.64,-224.16
557,600409.SH,20200221,5.6034,5.7036,5.5579,5.6034,-0.3238,713743.6,5.622,0.0,4.947,5.732,6.517,27.394,-0.102,0.43,1.0,1.0,1.0,1.052,1.052,1.052,1.005,46.657,-48.821,0.997,0.586,1.093,0.995,0.956,0.998,1190.84,210.615
558,600409.SH,20200220,5.6125,5.6307,5.5305,5.6216,0.488,518743.55,5.594,0.162,4.954,5.744,6.533,27.496,0.078,0.405,1.0,1.0,1.0,1.062,1.062,1.062,1.012,45.871,-37.871,0.643,0.419,0.721,0.98,0.955,0.993,1145.28,30.626
559,600409.SH,20200219,5.6216,5.6854,5.5123,5.5943,-1.6023,704869.54,5.597,-0.486,4.97,5.76,6.549,27.418,0.149,0.397,1.0,1.0,1.0,1.066,1.066,1.066,1.012,45.941,-21.355,0.763,0.581,0.917,0.966,0.965,0.985,1122.5,162.581
560,600409.SH,20200218,5.6854,5.731,5.5943,5.6854,-0.7957,612208.83,5.67,0.0,4.989,5.777,6.564,27.27,0.059,0.432,1.0,1.0,1.0,1.068,1.068,1.068,1.013,47.532,-3.481,0.491,0.515,0.695,0.954,0.99,0.986,1121.59,427.625
561,600409.SH,20200217,5.5214,5.7492,5.5123,5.731,3.2855,777338.63,5.664,3.796,5.0,5.788,6.575,27.211,0.077,0.421,1.0,1.0,1.0,1.076,1.076,1.076,1.04,47.392,-4.119,0.515,0.659,0.748,0.934,0.995,0.966,1127.97,778.303
562,600409.SH,20200214,5.6945,5.731,5.5214,5.5487,-3.1809,782940.18,5.6,-2.56,5.014,5.801,6.588,27.133,0.133,0.373,1.0,1.0,1.0,1.086,1.086,1.086,1.086,45.994,-16.923,0.47,0.688,0.529,0.919,0.983,0.918,1141.64,685.364
563,600409.SH,20200213,5.9132,5.9679,5.6672,5.731,-3.3786,901145.13,5.789,-3.081,5.036,5.822,6.608,27.0,-0.021,0.479,1.0,1.0,1.0,1.099,1.099,1.099,1.099,49.586,13.171,0.549,0.842,0.489,0.962,1.016,0.926,1127.97,91.228
564,600409.SH,20200212,5.9587,6.1136,5.7947,5.9314,-1.0642,1062660.25,5.947,-0.458,5.038,5.825,6.613,27.021,0.176,0.577,1.0,1.0,1.0,1.128,1.128,1.128,1.128,52.776,39.969,0.692,1.073,0.529,1.016,1.046,0.957,1127.97,-216.896
565,600409.SH,20200211,6.1956,6.387,5.9496,5.9952,-5.3235,1409095.86,6.111,-3.235,5.033,5.813,6.593,26.845,0.6,0.691,1.0,1.0,1.0,1.167,1.167,1.167,1.167,56.246,69.516,1.037,1.604,0.765,1.082,1.08,1.017,1166.24,-278.925
566,600409.SH,20200210,6.8699,7.1523,6.2048,6.3323,-3.0691,2541863.56,6.563,-7.825,5.023,5.781,6.54,26.245,3.504,1.015,1.0,1.0,1.0,1.228,1.228,1.228,1.228,67.559,159.529,2.428,3.789,1.93,1.207,1.172,1.17,1192.66,-553.818
567,600409.SH,20200207,6.2868,6.5328,6.1045,6.5328,9.9705,2364436.53,6.39,3.913,5.051,5.699,6.347,22.741,2.731,1.033,1.0,1.0,1.0,1.136,1.136,1.136,1.136,65.079,161.039,3.34,4.841,2.915,1.203,1.152,1.222,1232.75,-1336.362
