ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,cci,cci_shift,cci_sum,max_falling_rating,SLOP,ANGLE,stoch,ema,ema_upper,ema_lower,envelope,envelope_shift,cci_status,envelope_days
001965.SZ,20220523,7.48,7.48,7.32,7.36,7.44,-0.08000000000000007,-1.0753,39491.76,29108.936,110.93117408906892,135.85858585858625,-356.90883200800727,0.12392638036809824,0.02561111111111182,1.467087862897432,0.21782178217821832,7.424681848950807,8.167150033845887,6.682213664055727,0,0.0,wait,54
002978.SZ,20220523,32.91,33.58,32.78,33.45,32.56,0.8900000000000006,2.7334,34049.16,113396.114,170.5030674846629,109.31818181818232,499.4287084685982,0.2606683804627249,0.12333333333333064,7.030973299151604,0.4625246548323474,32.78962369262758,36.068586061890336,29.510661323364822,0,0.0,wait,12
002531.SZ,20220523,12.6,13.31,12.18,13.02,12.69,0.33000000000000007,2.6005,833337.57,1052915.621,173.622291021672,175.00000000000009,994.2000121266225,0.3138297872340426,0.24861111111110942,13.96132258285655,0.9661016949152541,11.21542786698876,12.336970653687636,10.093885080289883,1,1.0,wait,2
002080.SZ,20220523,22.87,22.87,22.31,22.58,22.9,-0.3200000000000003,-1.3974,170184.25,383633.626,142.52427184465975,198.25760163990475,964.6637251509196,0.2290969899665552,0.18333333333333166,10.38885781546952,0.7554744525547439,21.578013395676624,23.735814735244286,19.420212056108962,0,0.0,wait,15
002027.SZ,20220523,5.91,5.95,5.65,5.7,5.93,-0.22999999999999954,-3.8786,2374992.26,1364053.826,15.455950540958757,103.09278350515514,512.8541032506662,0.17045454545454541,-0.00450000000000096,-0.2578292674707678,0.5619047619047619,5.746143405783629,6.320757746361992,5.171529065205266,0,0.0,wait,15
002001.SZ,20220523,25.79,26.25,25.68,26.12,25.78,0.33999999999999986,1.3189,215539.65,560873.228,-3.1667694838578,-56.030286641427004,-702.081193362683,0.2870099473376243,-0.1296666666666641,-7.388130137765224,0.17838939857288483,27.02018403619383,29.722202439813213,24.318165632574445,0,0.0,wait,3
000935.SZ,20220523,21.35,21.37,20.41,20.89,20.92,-0.030000000000001137,-0.1434,59658.94,123615.806,97.92248815453766,103.11231393775395,1090.3464608298239,0.28532485233984556,0.182888888888891,10.364219151424692,0.8216560509554139,19.495469520828518,21.44501647291137,17.545922568745667,0,0.0,wait,14
000877.SZ,20220523,12.16,12.34,12.08,12.3,12.15,0.15000000000000036,1.2346,116232.01,142019.829,22.942643391521578,-101.01832993890037,-117.68086967772794,0.1968121968121968,-0.025888888888890606,-1.4829928111299433,0.25000000000000033,12.354288185024991,13.58971700352749,11.118859366522493,0,0.0,wait,15
000785.SZ,20220523,4.29,4.36,4.24,4.33,4.29,0.040000000000000036,0.9324,108745.48,46847.19,148.81720430107592,143.75757575757683,556.5730226147351,0.18464730290456433,0.03200000000000037,1.8328395059420803,0.44943820224719083,4.205113336661214,4.625624670327336,3.7846020029950926,0,0.0,wait,14
000776.SZ,20220523,16.64,17.4,16.55,17.07,16.75,0.3200000000000003,1.9104,858438.18,1452698.687,186.45454545454544,171.92735463888502,608.2015872755289,0.1793448084397558,0.1438333333333301,8.184907809760482,0.7089783281733744,16.152981312137744,17.768279443351517,14.537683180923969,0,0.0,wait,14
