ts_code,trade_date,open,high,low,close,pct_chg,vol,cci,cci_sum,max_falling_rating,SLOP,ANGLE,stoch,ema,ema_upper,ema_lower,envelope,envelope_shift,quantityrelativeratio,cci_status,envelope_days
002392.SZ,20220525,3.39,3.49,3.38,3.48,2.0528,97833.0,-24.1,693.7,0.2,0.0,0.4,0.3,3.6,3.9,3.2,0,0.0,0.6,wait,12
601618.SH,20220525,3.41,3.49,3.39,3.49,2.346,767986.98,-43.9,71.8,0.1,0.0,0.1,0.8,3.5,3.9,3.2,0,0.0,0.9,wait,17
000725.SZ,20220525,3.84,3.89,3.83,3.88,1.0417,1705079.28,49.1,810.1,0.1,0.0,0.5,0.7,3.9,4.3,3.5,0,0.0,0.5,wait,17
000656.SZ,20220525,3.17,3.21,3.08,3.19,0.0,2242027.42,-167.6,-1109.7,0.3,-0.1,-6.8,0.0,3.9,4.3,3.5,-1,-1.0,0.5,wait,3
000552.SZ,20220525,4.06,4.27,4.06,4.23,3.423,806810.1,73.5,952.7,0.3,0.0,1.2,1.0,4.0,4.4,3.6,0,0.0,0.8,wait,17
601003.SH,20220525,4.12,4.18,4.1,4.16,0.4831,80896.8,-38.7,-65.5,0.3,0.0,0.3,0.0,4.4,4.9,4.0,0,0.0,0.6,wait,7
601016.SH,20220525,4.29,4.46,4.25,4.44,3.0162,671580.43,27.0,1059.1,0.2,0.0,1.2,0.9,4.3,4.8,3.9,0,0.0,0.7,wait,17
000035.SZ,20220525,4.33,4.47,4.3,4.42,1.6092,101730.25,53.2,931.1,0.1,0.0,0.8,0.9,4.4,4.8,4.0,0,0.0,0.8,wait,12
002084.SZ,20220525,3.7,3.78,3.69,3.78,2.1622,63728.51,-87.5,654.5,0.2,-0.0,-2.8,0.4,3.9,4.3,3.5,0,0.0,0.4,wait,7
000959.SZ,20220525,4.29,4.39,4.28,4.38,1.3889,203466.08,5.8,-121.7,0.2,0.0,0.4,0.1,4.6,5.0,4.1,0,0.0,0.5,wait,8
002641.SZ,20220525,4.47,4.57,4.47,4.53,0.4435,78825.0,-2.3,541.1,0.2,0.0,1.1,0.8,4.5,5.0,4.1,0,0.0,0.6,wait,15
603993.SH,20220525,4.61,4.75,4.59,4.71,3.7445,1649450.18,116.3,191.9,0.1,0.0,1.8,0.6,4.7,5.1,4.2,0,0.0,1.0,wait,15
002602.SZ,20220525,4.51,4.62,4.5,4.61,2.4444,413068.12,-14.9,73.0,0.1,0.0,0.2,0.3,4.8,5.2,4.3,0,0.0,0.7,wait,11
601600.SH,20220525,4.92,5.01,4.9,4.97,0.8114,1614426.11,76.0,598.4,0.2,0.1,4.4,0.7,4.9,5.4,4.4,0,0.0,0.6,wait,10
002272.SZ,20220525,4.6,4.78,4.59,4.77,3.0238,50179.01,80.4,1045.4,0.2,0.0,2.0,0.9,4.6,5.1,4.2,0,0.0,0.9,wait,15
600496.SH,20220525,4.2,4.34,4.2,4.33,2.8504,236014.2,-189.3,357.7,0.2,-0.0,-1.8,0.6,4.4,4.9,4.0,0,0.0,0.8,wait,17
002085.SZ,20220525,4.69,4.91,4.69,4.89,3.1646,162370.28,60.5,894.4,0.3,0.0,1.2,1.0,4.6,5.0,4.1,0,0.0,0.7,wait,2
600577.SH,20220525,4.61,4.73,4.54,4.69,0.8602,416159.52,-58.3,1050.9,0.2,-0.0,-0.1,0.7,4.7,5.2,4.2,0,0.0,0.6,wait,15
002390.SZ,20220525,4.62,4.8,4.59,4.78,3.2397,188219.93,-16.8,82.2,0.1,-0.0,-0.4,0.8,4.8,5.3,4.3,0,0.0,0.7,wait,15
600210.SH,20220525,5.58,5.7,5.31,5.55,-5.4514,1790160.39,85.4,1329.0,0.3,0.1,7.2,0.8,5.2,5.7,4.7,0,1.0,2.2,wait,0
600986.SH,20220525,4.81,5.08,4.79,5.05,4.5549,497328.76,47.9,505.2,0.2,0.0,1.0,0.8,5.1,5.6,4.5,0,0.0,0.9,wait,15
002314.SZ,20220525,4.35,4.63,4.32,4.63,5.467,756016.88,-78.4,749.5,0.2,-0.0,-2.8,0.7,4.6,5.1,4.2,0,0.0,0.6,wait,18
002839.SZ,20220525,4.79,4.87,4.73,4.87,1.8828,325241.75,-127.8,-685.4,0.1,-0.0,-0.9,0.2,5.0,5.5,4.5,0,0.0,0.9,wait,31
002627.SZ,20220525,5.37,5.52,5.3,5.48,1.107,231003.08,128.4,1107.9,0.2,0.1,4.4,0.9,5.2,5.7,4.7,0,0.0,0.7,wait,10
000425.SZ,20220525,5.18,5.27,5.16,5.27,1.7375,492467.71,114.2,1002.3,0.1,0.0,1.3,1.0,5.1,5.6,4.6,0,0.0,1.0,wait,56
600901.SH,20220525,5.12,5.2,5.12,5.19,1.3672,147652.43,-6.1,775.4,0.1,0.0,0.5,0.8,5.1,5.6,4.6,0,0.0,0.7,wait,56
002697.SZ,20220525,4.63,4.73,4.62,4.7,1.5119,159787.09,-182.9,330.1,0.1,-0.0,-2.8,0.1,4.9,5.4,4.4,0,0.0,0.5,wait,27
000598.SZ,20220525,4.96,5.12,4.96,5.11,2.8169,210498.62,-88.4,271.1,0.1,-0.0,-0.7,0.9,5.1,5.6,4.6,0,0.0,1.2,wait,56
002517.SZ,20220525,5.27,5.4,5.23,5.36,1.5152,340085.75,84.1,1024.5,0.3,0.0,2.0,1.0,5.1,5.6,4.6,0,0.0,0.8,wait,11
600398.SH,20220525,4.96,5.01,4.94,5.0,1.0101,82472.01,-182.1,-161.6,0.1,-0.0,-0.8,0.3,5.1,5.6,4.6,0,0.0,0.5,wait,56
603323.SH,20220525,4.87,4.98,4.86,4.97,2.0534,194537.66,-119.2,-1018.5,0.1,-0.0,-2.3,0.1,5.2,5.7,4.7,0,0.0,0.7,wait,31
601658.SH,20220525,5.23,5.32,5.22,5.29,1.1472,1003983.86,25.1,-909.6,0.1,-0.0,-0.1,0.3,5.3,5.9,4.8,0,0.0,0.6,wait,56
002822.SZ,20220525,5.17,5.68,5.14,5.68,10.0775,266514.44,135.2,740.6,0.2,0.0,1.4,1.0,5.4,6.0,4.9,0,0.0,0.7,wait,12
600642.SH,20220525,5.33,5.53,5.32,5.53,3.7523,136221.69,-23.0,256.7,0.1,-0.0,-0.6,0.8,5.5,6.1,5.0,0,0.0,1.1,wait,17
000825.SZ,20220525,5.48,5.56,5.47,5.55,0.9091,283214.06,-7.0,-340.5,0.2,0.0,0.7,0.1,5.8,6.3,5.2,0,0.0,0.4,wait,10
002563.SZ,20220525,5.48,5.56,5.46,5.54,0.7273,59971.93,-113.0,-621.5,0.1,-0.0,-1.0,0.0,5.7,6.3,5.1,0,0.0,0.5,wait,56
600908.SH,20220525,5.45,5.5,5.41,5.49,1.105,124205.0,-142.9,-640.4,0.1,-0.0,-1.6,0.1,5.6,6.2,5.1,0,0.0,0.7,wait,56
600248.SH,20220525,5.0,5.2,4.98,5.19,3.8,425618.17,-128.0,74.6,0.2,-0.1,-4.4,0.4,5.4,5.9,4.9,0,0.0,0.8,wait,18
600581.SH,20220525,5.62,5.76,5.59,5.72,1.5986,425184.16,-6.7,250.7,0.2,0.0,1.3,0.3,5.9,6.5,5.3,0,0.0,0.5,wait,10
600662.SH,20220525,5.48,5.73,5.44,5.7,4.3956,83119.11,-67.2,509.7,0.2,-0.0,-1.3,0.7,5.7,6.3,5.1,0,0.0,0.9,wait,15
002283.SZ,20220525,5.92,6.14,5.88,6.12,3.3784,111999.71,56.6,1033.7,0.2,0.0,2.5,0.9,6.0,6.6,5.4,0,0.0,0.7,wait,12
000012.SZ,20220525,5.97,6.02,5.89,6.02,1.5177,374083.6,23.5,1000.7,0.1,0.0,1.7,0.8,6.1,6.7,5.5,0,0.0,0.6,wait,12
000728.SZ,20220525,5.58,5.62,5.56,5.61,0.5376,164464.14,-97.8,-56.8,0.2,-0.0,-0.0,0.0,5.9,6.5,5.3,0,0.0,0.6,wait,9
601515.SH,20220525,4.34,4.4,4.3,4.4,1.3825,141889.62,-123.9,-239.1,0.2,-0.0,-0.3,0.1,4.6,5.1,4.1,0,0.0,0.6,wait,10
603601.SH,20220525,5.71,5.79,5.69,5.74,0.7018,17952.75,-114.9,749.8,0.2,-0.0,-0.7,0.7,5.8,6.4,5.2,0,0.0,0.4,wait,15
000069.SZ,20220525,5.63,5.65,5.56,5.63,0.1779,583356.09,-97.9,-227.2,0.2,-0.0,-1.4,0.1,6.0,6.6,5.4,0,0.0,0.7,wait,8
600586.SH,20220525,6.31,6.42,6.2,6.39,2.7331,217988.7,76.3,1110.3,0.2,0.1,4.0,0.8,6.2,6.9,5.6,0,0.0,0.8,wait,11
601668.SH,20220525,5.63,5.66,5.6,5.65,0.8929,1892788.8,-153.6,-760.9,0.1,-0.0,-1.8,0.1,5.8,6.4,5.2,0,0.0,0.7,wait,28
600643.SH,20220525,5.87,5.98,5.87,5.97,1.7036,74406.59,-74.0,545.7,0.1,-0.0,-0.4,0.5,6.0,6.6,5.4,0,0.0,0.9,wait,56
600820.SH,20220525,5.62,5.82,5.59,5.77,3.777,460641.89,-96.8,202.0,0.2,-0.0,-2.2,0.7,5.7,6.3,5.2,0,0.0,0.8,wait,56
002097.SZ,20220525,5.97,6.15,5.96,6.12,2.3411,55128.36,13.4,80.6,0.2,0.0,0.2,0.3,6.3,6.9,5.7,0,0.0,0.6,wait,10
000059.SZ,20220525,6.03,6.18,5.98,6.15,2.3295,81001.62,39.1,751.6,0.1,0.0,0.7,0.6,6.1,6.7,5.5,0,0.0,0.7,wait,56
002010.SZ,20220525,5.99,6.28,5.97,6.22,3.8397,197443.6,34.5,590.2,0.1,0.0,0.8,0.9,6.2,6.8,5.5,0,0.0,0.9,wait,18
002966.SZ,20220525,5.88,5.93,5.88,5.92,0.5093,120086.83,-114.9,-1060.9,0.1,-0.0,-1.9,0.0,6.1,6.8,5.5,0,0.0,0.5,wait,56
002533.SZ,20220525,6.27,6.45,6.27,6.44,2.0602,64993.0,52.6,1102.0,0.2,0.0,2.4,0.9,6.2,6.9,5.6,0,0.0,0.6,wait,17
002765.SZ,20220525,7.0,7.19,6.92,7.19,4.3541,122819.64,73.5,1288.2,0.3,0.1,7.4,0.9,6.6,7.2,5.9,0,0.0,0.6,wait,1
600019.SH,20220525,6.31,6.42,6.3,6.33,0.1582,507944.89,60.6,249.4,0.1,0.0,2.3,0.4,6.4,7.0,5.7,0,0.0,0.5,wait,56
600018.SH,20220525,5.95,6.25,5.93,6.23,4.7059,665545.95,22.3,41.8,0.1,-0.0,-1.1,0.7,6.1,6.7,5.5,0,0.0,1.5,wait,56
600728.SH,20220525,5.94,6.14,5.94,6.12,3.0303,115349.04,-124.2,559.4,0.1,-0.0,-1.3,0.6,6.2,6.9,5.6,0,0.0,0.5,wait,15
600409.SH,20220525,6.58,6.83,6.56,6.79,2.4133,262989.89,69.6,901.0,0.2,0.0,2.8,0.6,6.7,7.4,6.0,0,0.0,0.7,wait,10
600516.SH,20220525,6.9,6.98,6.85,6.94,0.4342,458569.13,-28.2,862.9,0.1,0.0,1.3,0.5,7.1,7.8,6.4,0,0.0,0.6,wait,12
002117.SZ,20220525,7.05,7.15,7.04,7.14,0.9901,38005.44,59.5,878.3,0.1,0.0,1.7,0.9,7.1,7.8,6.4,0,0.0,0.5,wait,15
601985.SH,20220525,7.0,7.15,6.97,7.15,1.9971,1058524.9,41.3,-56.0,0.1,0.0,0.4,0.3,7.2,7.9,6.4,0,0.0,0.8,wait,56
601827.SH,20220525,6.77,6.86,6.71,6.86,1.7804,33906.8,31.9,860.8,0.1,0.0,0.5,0.8,6.8,7.5,6.2,0,0.0,0.7,wait,17
600489.SH,20220525,7.08,7.23,7.07,7.13,1.4225,316536.87,98.3,243.1,0.1,0.0,0.8,0.4,7.2,7.9,6.5,0,0.0,1.1,wait,15
000925.SZ,20220525,6.86,7.07,6.85,7.07,3.0612,66033.37,-99.7,661.6,0.2,-0.0,-0.2,0.5,7.3,8.0,6.5,0,0.0,0.7,wait,11
600997.SH,20220525,7.27,7.5,7.25,7.46,2.7548,280041.69,106.2,250.8,0.2,0.1,3.7,0.6,7.3,8.0,6.6,0,0.0,0.8,wait,16
601669.SH,20220525,7.19,7.88,7.15,7.75,7.3407,2611184.77,96.9,-82.0,0.1,0.1,4.2,1.0,7.4,8.1,6.6,0,0.0,1.1,wait,56
600012.SH,20220525,7.15,7.33,7.12,7.32,2.6648,60544.98,47.7,400.1,0.1,0.0,0.3,0.7,7.3,8.0,6.5,0,0.0,1.1,wait,56
002054.SZ,20220525,7.42,7.56,7.42,7.56,1.6129,25897.93,78.7,1062.0,0.1,0.0,2.1,0.9,7.4,8.2,6.7,0,0.0,0.8,wait,15
600984.SH,20220525,7.19,7.37,7.13,7.31,1.669,78811.85,-43.7,923.9,0.1,-0.0,-0.4,0.7,7.5,8.2,6.7,0,0.0,0.5,wait,15
600971.SH,20220525,7.2595,7.4375,7.1846,7.4,1.5423,303939.86,95.3,460.7,0.1,0.1,5.2,0.9,7.1,7.8,6.4,0,0.0,1.0,wait,17
600556.SH,20220525,7.18,7.65,7.09,7.53,5.3147,278579.92,11.1,364.4,0.2,0.0,0.2,0.8,7.5,8.3,6.8,0,0.0,1.3,wait,15
002092.SZ,20220525,7.33,7.43,7.3,7.4,0.6803,321834.91,-40.8,651.2,0.1,0.0,0.6,0.5,7.6,8.4,6.9,0,0.0,0.6,wait,11
600966.SH,20220525,7.1,7.23,7.1,7.22,1.8336,44335.63,-124.5,118.0,0.2,-0.0,-2.1,0.6,7.5,8.3,6.8,0,0.0,0.6,wait,12
601686.SH,20220525,7.35,7.53,7.35,7.52,1.6216,41402.47,-154.9,589.9,0.2,-0.0,-0.4,0.7,7.6,8.4,6.9,0,0.0,1.1,wait,15
601963.SH,20220525,7.58,7.64,7.56,7.64,0.6588,33345.63,-40.9,237.0,0.1,0.0,0.0,0.1,7.8,8.6,7.0,0,0.0,0.6,wait,17
600737.SH,20220525,8.07,8.25,7.97,8.13,6.1358,670959.85,173.7,842.7,0.2,0.1,3.2,1.0,7.8,8.5,7.0,0,0.0,2.2,wait,15
002064.SZ,20220525,7.79,7.86,7.72,7.79,-0.1282,107521.53,9.7,735.0,0.1,0.0,0.9,0.6,7.9,8.7,7.1,0,0.0,0.6,wait,17
002171.SZ,20220525,7.98,8.05,7.87,8.04,1.9011,125397.58,43.4,1000.6,0.2,0.0,2.1,0.9,7.9,8.7,7.1,0,0.0,0.7,wait,12
600817.SH,20220525,9.75,11.17,9.14,11.17,10.0493,248308.87,199.9,1227.7,0.4,0.3,16.8,1.0,8.7,9.5,7.8,1,1.0,3.8,wait,2
600552.SH,20220525,8.9,9.38,8.78,9.23,6.214,497236.5,221.1,1117.6,0.3,0.1,7.0,1.0,8.4,9.2,7.5,1,0.0,2.7,wait,0
601369.SH,20220525,8.1,8.35,8.07,8.3,2.3428,55769.26,52.2,902.4,0.2,0.0,1.0,0.9,8.1,8.9,7.3,0,0.0,0.6,wait,16
600507.SH,20220525,8.11,8.17,8.07,8.17,0.7398,173768.22,-3.1,47.7,0.1,0.0,0.6,0.4,8.2,9.0,7.4,0,0.0,0.7,wait,56
600970.SH,20220525,7.94,8.36,7.83,8.34,5.5696,205643.55,-41.5,534.5,0.1,-0.0,-0.7,1.0,8.2,9.1,7.4,0,0.0,1.6,wait,15
000910.SZ,20220525,8.1,8.29,8.1,8.28,2.2222,30847.96,-45.0,-347.6,0.2,0.0,0.1,0.2,8.6,9.4,7.7,0,0.0,0.6,wait,11
600325.SH,20220525,6.96,7.03,6.82,6.95,-0.1437,398009.16,-74.7,531.0,0.2,-0.1,-3.6,0.5,7.1,7.8,6.4,0,0.0,0.5,wait,6
601186.SH,20220525,7.95,8.05,7.93,8.04,0.8783,517064.58,-144.2,-305.6,0.1,-0.0,-2.0,0.5,8.2,9.0,7.4,0,0.0,0.7,wait,56
002126.SZ,20220525,8.48,8.71,8.47,8.64,0.9346,95921.47,41.4,1115.4,0.1,0.0,2.1,0.9,8.5,9.3,7.6,0,0.0,0.6,wait,15
000703.SZ,20220525,8.8,9.05,8.75,9.01,2.5028,135995.16,120.3,1054.9,0.2,0.1,3.9,1.0,8.4,9.3,7.6,0,0.0,0.8,wait,17
002244.SZ,20220525,7.88,7.88,7.62,7.81,-0.1279,195151.27,-123.7,360.6,0.2,-0.1,-3.9,0.6,7.9,8.7,7.1,0,0.0,0.4,wait,6
000683.SZ,20220525,9.3,9.64,9.2,9.61,4.4565,795241.83,100.4,888.8,0.2,0.2,8.7,1.0,8.9,9.8,8.0,0,0.0,0.9,wait,15
002135.SZ,20220525,8.0633,8.34,7.9744,8.34,2.9274,159314.29,-114.6,-56.5,0.1,-0.0,-2.3,0.4,8.7,9.6,7.9,0,0.0,0.6,wait,15
600395.SH,20220525,8.84,8.99,8.63,8.92,1.479,357028.53,35.9,812.8,0.3,0.1,4.4,0.7,8.5,9.4,7.7,0,0.0,0.4,wait,5
002745.SZ,20220525,8.8,8.99,8.8,8.94,1.1312,122757.63,12.0,667.9,0.2,0.0,2.5,0.3,9.2,10.1,8.3,0,0.0,0.6,wait,10
002233.SZ,20220525,8.65,8.72,8.6,8.69,0.5787,58347.9,-162.2,510.2,0.1,-0.0,-0.6,0.6,8.9,9.8,8.0,0,0.0,0.5,wait,17
000975.SZ,20220525,9.55,10.0,9.45,9.76,5.1724,604509.55,181.6,529.0,0.2,0.1,5.2,1.0,9.1,10.0,8.2,0,0.0,1.4,wait,15
600330.SH,20220525,9.61,9.74,9.37,9.7,1.6771,196064.62,70.8,1196.7,0.3,0.1,7.8,0.9,9.3,10.2,8.3,0,0.0,0.7,wait,14
600223.SH,20220525,8.29,8.52,8.27,8.51,2.4067,62539.26,-118.4,620.3,0.1,-0.0,-1.3,0.5,8.8,9.7,7.9,0,0.0,0.5,wait,12
000906.SZ,20220525,8.59,8.71,8.45,8.54,-0.4662,79914.24,61.8,464.0,0.1,0.0,2.5,0.6,8.7,9.6,7.9,0,0.0,0.9,wait,11
600366.SH,20220525,9.16,9.33,9.13,9.31,1.6376,168453.33,38.2,1155.1,0.2,0.1,4.4,0.8,9.2,10.1,8.3,0,0.0,0.5,wait,15
002152.SZ,20220525,8.52,8.67,8.48,8.64,1.4085,123966.5,-178.9,478.1,0.1,-0.0,-1.7,0.6,8.9,9.8,8.0,0,0.0,0.5,wait,15
002798.SZ,20220525,9.07,9.24,9.02,9.19,1.4349,14308.0,80.1,947.0,0.2,0.1,3.4,0.5,9.2,10.1,8.3,0,0.0,0.4,wait,11
002436.SZ,20220525,8.94,9.12,8.89,9.0,0.0,167987.62,-45.7,982.5,0.2,0.0,1.5,0.7,9.1,10.0,8.2,0,0.0,0.6,wait,15
002139.SZ,20220525,10.06,10.23,9.8,10.16,0.1972,306616.93,77.2,1289.0,0.3,0.2,11.0,0.9,9.3,10.3,8.4,0,0.0,0.6,wait,1
002191.SZ,20220525,8.64,8.94,8.59,8.91,3.0058,369067.74,-115.6,793.7,0.1,0.0,0.1,0.5,9.4,10.3,8.4,0,0.0,0.6,wait,10
000811.SZ,20220525,9.13,9.32,9.07,9.3,1.087,68245.52,-5.1,977.9,0.2,0.0,2.6,0.8,9.4,10.3,8.4,0,0.0,0.7,wait,12
002465.SZ,20220525,8.85,8.94,8.81,8.93,0.904,95639.47,-170.6,374.4,0.1,-0.0,-0.8,0.6,9.1,10.0,8.2,0,0.0,0.6,wait,17
600873.SH,20220525,9.41,9.58,9.32,9.54,1.2739,354137.0,124.8,546.3,0.2,0.1,3.8,1.0,9.0,9.9,8.1,0,0.0,0.8,wait,17
600548.SH,20220525,8.98,9.22,8.98,9.17,1.5504,32578.35,47.3,-798.0,0.1,0.0,0.1,0.3,9.2,10.1,8.3,0,0.0,0.8,wait,56
603018.SH,20220525,8.31,8.54,8.28,8.5,1.5532,167816.43,-179.5,315.9,0.2,-0.1,-4.1,0.5,8.7,9.6,7.9,0,0.0,0.6,wait,10
002243.SZ,20220525,8.14,8.26,8.06,8.26,1.7241,68942.77,-27.1,910.6,0.2,-0.1,-3.4,0.5,8.5,9.3,7.6,0,0.0,0.3,wait,6
603128.SH,20220525,9.4,9.66,9.3,9.63,2.4468,100503.74,64.3,1033.5,0.1,0.0,2.4,0.9,9.6,10.6,8.6,0,0.0,0.5,wait,14
601138.SH,20220525,9.11,9.15,9.06,9.14,0.4396,215238.54,-198.6,64.2,0.1,-0.0,-1.2,0.1,9.4,10.4,8.5,0,0.0,0.7,wait,56
000885.SZ,20220525,8.93,9.16,8.93,9.15,2.4636,39338.01,-113.4,291.2,0.1,-0.0,-1.2,0.8,9.2,10.1,8.3,0,0.0,0.9,wait,17
605268.SH,20220525,9.1018,9.539,9.072,9.4496,4.0476,13679.0,91.2,456.4,0.2,0.0,0.5,0.6,9.5,10.5,8.6,0,0.0,1.0,wait,12
600446.SH,20220525,9.12,9.32,9.12,9.32,2.4176,122356.31,-91.9,652.3,0.1,0.0,0.4,0.3,9.8,10.7,8.8,0,0.0,0.6,wait,9
000547.SZ,20220525,9.06,9.41,9.02,9.32,2.8698,253414.82,-133.0,620.6,0.2,-0.0,-0.9,0.6,9.5,10.5,8.6,0,0.0,0.8,wait,15
600299.SH,20220525,9.23,9.63,9.23,9.56,3.3514,53213.59,75.3,798.4,0.2,0.0,0.6,0.9,9.4,10.3,8.4,0,0.0,1.0,wait,15
601117.SH,20220525,8.9,9.02,8.79,8.95,0.5618,319452.29,-81.3,871.4,0.1,-0.0,-0.9,0.5,9.2,10.1,8.3,0,0.0,0.6,wait,17
600110.SH,20220525,9.5,9.69,9.45,9.67,1.3627,362980.1,-3.9,1089.2,0.2,0.0,2.1,0.8,9.6,10.6,8.7,0,0.0,0.6,wait,14
002649.SZ,20220525,9.55,9.82,9.55,9.8,2.5105,72352.94,54.5,795.1,0.2,0.0,1.5,0.9,9.8,10.7,8.8,0,0.0,0.7,wait,14
002119.SZ,20220525,10.18,10.21,9.98,10.2,1.8981,80928.5,52.1,834.0,0.1,0.1,5.7,0.7,10.2,11.2,9.2,0,0.0,0.4,wait,11
603055.SH,20220525,11.3,11.33,10.6,10.88,-2.0702,60631.8,116.2,1116.6,0.2,0.2,11.5,0.9,10.2,11.3,9.2,0,0.0,0.8,wait,14
603686.SH,20220525,9.78,10.26,9.78,10.22,1.7928,135909.89,144.9,865.5,0.2,0.1,3.3,1.0,9.8,10.8,8.8,0,0.0,1.6,wait,15
603818.SH,20220525,9.0,9.17,8.63,9.16,1.5521,52026.0,-142.3,253.2,0.2,-0.1,-3.0,0.1,9.8,10.8,8.8,0,0.0,1.2,wait,10
601200.SH,20220525,9.53,9.73,9.48,9.71,2.103,45747.6,-73.6,585.8,0.1,-0.0,-0.3,0.6,9.8,10.8,8.8,0,0.0,0.8,wait,15
601899.SH,20220525,9.79,9.93,9.71,9.9,1.9567,1875394.49,44.3,-302.1,0.2,0.0,2.4,0.2,10.1,11.2,9.1,0,0.0,0.6,wait,8
600761.SH,20220525,9.69,9.88,9.6,9.84,2.1807,29361.2,-28.4,519.1,0.1,-0.0,-0.7,0.9,9.8,10.7,8.8,0,0.0,0.7,wait,18
605299.SH,20220525,9.57,9.88,9.57,9.81,0.6154,21358.0,-18.8,999.8,0.1,0.0,2.1,0.6,10.0,11.0,9.0,0,0.0,0.7,wait,14
603818.SH,20220525,9.0,9.17,8.63,9.16,1.5521,52026.0,-142.3,253.2,0.2,-0.1,-3.0,0.1,9.8,10.8,8.8,0,0.0,1.2,wait,10
601200.SH,20220525,9.53,9.73,9.48,9.71,2.103,45747.6,-73.6,585.8,0.1,-0.0,-0.3,0.6,9.8,10.8,8.8,0,0.0,0.8,wait,15
601899.SH,20220525,9.79,9.93,9.71,9.9,1.9567,1875394.49,44.3,-302.1,0.2,0.0,2.4,0.2,10.1,11.2,9.1,0,0.0,0.6,wait,8
002273.SZ,20220525,9.87,9.96,9.76,9.94,0.8114,164649.79,-47.2,1006.8,0.2,0.0,1.2,0.8,9.9,10.9,8.9,0,0.0,0.6,wait,17
600761.SH,20220525,9.69,9.88,9.6,9.84,2.1807,29361.2,-28.4,519.1,0.1,-0.0,-0.7,0.9,9.8,10.7,8.8,0,0.0,0.7,wait,18
600655.SH,20220525,9.53,9.66,9.52,9.62,1.1567,57214.6,-1.3,954.6,0.1,-0.0,-1.3,0.8,9.6,10.5,8.6,0,0.0,0.4,wait,15
603808.SH,20220525,9.5,9.66,9.47,9.63,1.3684,37168.68,-153.6,-183.3,0.3,-0.0,-2.0,0.0,10.4,11.4,9.4,0,0.0,0.6,wait,9
601098.SH,20220525,9.62,9.93,9.55,9.9,2.8037,81275.4,-54.3,839.5,0.1,0.0,0.4,0.8,9.8,10.7,8.8,0,0.0,0.8,wait,56
000498.SZ,20220525,9.1,9.88,9.03,9.83,8.022,427142.33,-68.7,-683.3,0.2,-0.1,-4.9,0.6,9.7,10.7,8.7,0,0.0,0.8,wait,10
603113.SH,20220525,10.3,10.56,10.22,10.47,1.4535,61062.24,82.8,996.0,0.2,0.1,5.3,0.8,10.4,11.4,9.4,0,0.0,0.6,wait,11
605006.SH,20220525,9.67,10.06,9.67,10.06,4.4652,27063.68,-20.2,-96.2,0.1,-0.0,-1.0,0.9,9.9,10.9,8.9,0,0.0,0.7,wait,18
603232.SH,20220525,9.72,10.06,9.68,9.86,2.1762,26882.95,-135.4,394.2,0.2,-0.0,-0.8,0.3,10.4,11.4,9.3,0,0.0,0.9,wait,12
600271.SH,20220525,9.89,10.09,9.88,10.07,2.0263,65245.0,-100.8,422.1,0.1,-0.0,-0.3,0.2,10.3,11.4,9.3,0,0.0,0.6,wait,15
600039.SH,20220525,9.89,10.35,9.8,10.34,4.3391,314799.26,-84.8,-186.1,0.1,-0.0,-0.7,0.9,10.2,11.2,9.2,0,0.0,1.2,wait,20
600487.SH,20220525,11.02,11.49,10.86,11.46,4.2766,503952.25,92.0,1223.1,0.2,0.2,8.9,0.9,10.8,11.9,9.7,0,0.0,0.9,wait,15
000021.SZ,20220525,10.31,10.51,10.31,10.49,1.3527,78991.77,-48.5,824.2,0.2,0.0,0.2,0.8,10.4,11.5,9.4,0,0.0,0.6,wait,15
002091.SZ,20220525,10.2888,10.3669,10.0253,10.24,0.0948,113450.86,-2.7,981.2,0.3,0.0,2.4,0.8,10.0,11.0,9.0,0,0.0,0.6,wait,15
003006.SZ,20220525,10.0,10.27,10.0,10.13,0.496,18162.5,-160.8,523.4,0.2,-0.0,-0.8,0.5,10.5,11.6,9.5,0,0.0,0.9,wait,14
002698.SZ,20220525,10.3,10.99,10.3,10.88,5.1208,37105.9,235.2,725.5,0.1,0.0,1.2,1.0,10.5,11.5,9.4,0,0.0,2.3,wait,56
600348.SH,20220525,11.8,12.05,11.66,11.89,0.8482,730146.99,145.4,791.1,0.2,0.2,12.0,1.0,11.0,12.1,9.9,0,0.0,1.1,wait,12
601058.SH,20220525,9.86,10.18,9.75,10.12,1.0989,126372.26,-148.8,566.8,0.2,-0.0,-2.1,0.8,10.0,11.0,9.0,0,0.0,0.6,wait,10
000807.SZ,20220525,10.95,11.1,10.81,11.0,0.1821,727949.11,61.1,863.4,0.2,0.1,7.5,0.7,10.9,12.0,9.8,0,0.0,0.6,wait,10
000951.SZ,20220525,11.9,12.26,11.74,12.26,3.5473,251276.89,65.7,1307.1,0.3,0.2,12.0,1.0,11.3,12.4,10.1,0,0.0,0.6,wait,1
600475.SH,20220525,10.71,10.95,10.58,10.94,3.2075,20458.32,89.7,860.3,0.1,0.0,0.9,1.0,10.6,11.6,9.5,0,0.0,0.8,wait,56
600273.SH,20220525,10.57,10.71,10.45,10.7,1.4218,169326.58,51.4,1045.0,0.1,0.0,2.7,0.8,10.4,11.4,9.4,0,0.0,0.7,wait,56
