ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,cci,cci_shift,cci_sum,max_falling_rating,SLOP,ANGLE,stoch,ema,ema_upper,ema_lower,envelope,envelope_shift,cci_status,envelope_days
601512.SH,20220524,9.07,9.08,8.72,8.79,9.04,-0.25,-2.7655,72628.58,64320.039,-154.39999999999964,4.721030042917833,785.2549811421908,0.12176724137931025,-0.021611111111111247,-1.2380327442647499,0.5663716814159286,8.973917733777217,9.871309507154939,8.076525960399495,0,0.0,wait,27
601377.SH,20220524,6.31,6.4,6.1,6.1,6.31,-0.20999999999999996,-3.3281,756057.18,472817.679,26.395939086295243,178.39195979899188,-179.22448764443652,0.10029498525073755,0.007388888888888906,0.4233444444774704,0.0,6.386130788198648,7.024743867018513,5.7475177093787835,0,0.0,wait,11
601101.SH,20220524,8.66,9.02,8.49,8.51,8.68,-0.16999999999999993,-1.9585,466988.95,408727.944,129.16666666666654,177.9962192816633,627.2097275329352,0.18956336528221512,0.10711111111111138,6.11370529001173,0.5056179775280896,8.463372598127854,9.30970985794064,7.617035338315069,0,0.0,wait,7
600989.SH,20220524,14.82,15.15,14.49,14.52,14.81,-0.2900000000000009,-1.9581,247360.3,367553.352,87.30972096321952,127.6484135864966,913.4726090150353,0.1951046590141796,0.09050000000000148,5.171180993424488,0.8996366153313718,14.354877244947208,15.790364969441928,12.919389520452487,0,0.0,wait,16
600596.SH,20220524,18.71,18.72,17.81,17.95,19.11,-1.1600000000000001,-6.0701,845706.48,1540793.272,47.43537135822742,168.6971235194585,687.9686976904607,0.12454212454212449,0.15494444444444627,8.80762454075576,0.5126050420168065,18.1208467882499,19.93293146707489,16.308762109424908,0,0.0,wait,16
600426.SH,20220524,30.68,30.68,28.2,28.25,30.73,-2.4800000000000004,-8.0703,382410.58,1112633.593,-147.1497069792214,46.153846153846615,193.56425857576133,0.11809523809523806,-0.0031111111111150184,-0.17825296116042713,0.1263440860215051,30.52878814310891,33.5816669574198,27.475909328798018,0,0.0,wait,16
600176.SH,20220524,16.51,16.6,16.07,16.1,16.5,-0.3999999999999986,-2.4242,301844.17,493593.485,53.96825396825488,153.65728900255542,846.6683862367944,0.1385542168674699,0.04138888888888619,2.370055936094468,0.782608695652174,15.964590472222886,17.561049519445174,14.368131425000598,0,0.0,wait,55
600030.SH,20220524,19.68,19.74,19.23,19.24,19.7,-0.46000000000000085,-2.335,628092.26,1224046.504,42.960288808665304,134.96774193548512,554.8772040261592,0.07796780684104632,0.057722222222222355,3.3035739619283593,0.5870967741935482,19.492708235822803,21.441979059405085,17.54343741224052,0,0.0,wait,55
601636.SH,20220524,11.98,12.31,11.6,11.66,12.05,-0.39000000000000057,-3.2365,409513.24,489004.889,128.86297376093327,218.87739103167237,875.4514243284365,0.1419087136929461,0.15111111111111178,8.593016541030533,0.7719298245614032,11.312091061008262,12.443300167109088,10.180881954907436,0,0.0,wait,16
002818.SZ,20220524,11.85,11.9,11.44,11.46,11.83,-0.3699999999999992,-3.1276,30532.1,35535.301,-181.3791983612486,45.22796212357188,622.1307879511605,0.11577112982863777,-0.004133333333334122,-0.2368212066740134,0.5767328506917074,11.614025308022383,12.775427838824621,10.452622777220144,0,0.0,wait,55
002677.SZ,20220524,13.76,13.79,13.39,13.41,13.79,-0.379999999999999,-2.7556,27257.82,37037.887,-43.62785576658323,139.72400197141502,428.27100419228526,0.0822397263748288,0.004715555555554197,0.2701794287928667,0.6564455018063274,13.500377478964971,14.850415226861468,12.150339731068474,0,0.0,wait,55
002315.SZ,20220524,15.06,15.09,14.29,14.29,15.06,-0.7700000000000014,-5.1129,88541.69,129590.831,-161.76706827309283,-79.37131630648325,538.2433043312991,0.2946537059538275,-0.04194444444444546,-2.4018317575447616,0.5525773195876287,14.862248508881821,16.348473359770004,13.376023657993638,0,0.0,wait,3
603882.SH,20220524,83.43,84.18,81.7,81.79,83.5,-1.7099999999999937,-2.0479,34876.33,289622.725,-50.732747135625246,-28.897214530054136,-68.17433106746475,0.252886447707656,-0.40599999999999625,-22.097152452634262,0.6710992907801422,81.23250598709804,89.35575658580784,73.10925538838823,0,0.0,wait,11
002466.SZ,20220524,99.03,102.55,96.26,96.4,99.04,-2.6400000000000006,-2.6656,857232.43,8491886.562,145.48879140338886,182.14533672760942,1198.0077597880866,0.40014135702746373,2.476111111111095,68.00823243336461,0.9333838001514004,83.62100369915017,91.98310406906518,75.25890332923515,1,1.0,wait,5
600010.SH,20220524,2.09,2.16,2.05,2.05,2.09,-0.040000000000000036,-1.9139,14670555.18,3083729.365,236.48648648648617,314.0495867768597,520.4747815145346,0.14354066985645925,0.02433333333333352,1.393922225965802,0.8666666666666665,1.9466500608123822,2.1413150668936205,1.751985054731144,0,0.0,wait,11
600170.SH,20220524,3.08,3.08,3.0,3.0,3.07,-0.06999999999999984,-2.2801,686811.52,208190.588,-100.90090090090038,-42.7823485415108,66.55629138642931,0.08333333333333333,-0.023666666666666406,-1.3557470299472687,0.11111111111111038,3.1257137324461453,3.4382851056907597,2.8131423592015308,0,0.0,wait,55
600282.SH,20220524,3.26,3.28,3.16,3.16,3.26,-0.09999999999999964,-3.0675,480512.96,155246.451,-11.285266457680638,48.86591888781098,-420.88016190114297,0.07859190730943169,0.0006666666666664814,0.03819718068320335,0.16021060549078658,3.2439621100535145,3.568358321058866,2.919565899048163,0,0.0,wait,55
000629.SZ,20220524,3.44,3.47,3.28,3.29,3.49,-0.20000000000000018,-5.7307,744973.51,252102.584,125.1752708731665,274.6177370030585,975.7371430773715,0.18624641833810898,0.02705555555555579,1.5497910688868521,0.6923076923076922,3.2835585836207204,3.611914441982792,2.9552027252586486,0,0.0,wait,14
000630.SZ,20220524,3.29,3.29,3.17,3.17,3.29,-0.1200000000000001,-3.6474,2273587.94,734150.639,72.36474582097814,165.80390761659146,-368.75116270785054,0.14438871127769823,0.0170527777777777,0.976957504138209,0.1250238595151748,3.289383558444892,3.6183219142893814,2.9604452026004027,0,0.0,wait,16
600219.SH,20220524,3.53,3.55,3.38,3.39,3.55,-0.1599999999999997,-4.507,1155577.93,401641.139,88.5173779146501,159.18367346938768,816.9733908919882,0.14084507042253522,0.037444444444444495,2.144406792773983,0.6800000000000006,3.393232346175449,3.7325555807929938,3.0539091115579042,0,0.0,wait,10
002392.SZ,20220524,3.6,3.6,3.4,3.41,3.59,-0.17999999999999972,-5.0139,182233.0,63637.059,26.35658914728592,198.00664451827248,627.171559675902,0.1725,0.01411111111111091,0.8084534530738031,0.1449275362318842,3.5676010819887938,3.924361190187673,3.2108409737899146,0,0.0,wait,11
601618.SH,20220524,3.56,3.56,3.4,3.41,3.55,-0.13999999999999968,-3.9437,802962.49,279050.267,-52.07100591715718,120.85889570552166,179.78295500453535,0.0901408450704225,0.0008888888888889225,0.05092956837586239,0.5625000000000008,3.506937122510267,3.8576308347612938,3.1562434102592403,0,0.0,wait,16
000725.SZ,20220524,3.93,3.98,3.84,3.84,3.91,-0.07000000000000028,-1.7903,3810914.84,1492803.061,86.81318681318734,100.72780203784599,644.6882641345624,0.07323232323232325,0.010944444444444597,0.6270454405667949,0.5862068965517239,3.874478484724285,4.261926333196714,3.4870306362518564,0,0.0,wait,16
000656.SZ,20220524,3.44,3.46,3.18,3.19,3.43,-0.2400000000000002,-6.9971,3309626.83,1096685.327,-199.64757709251091,-220.19464720194713,-981.1412221875851,0.29580573951434885,-0.08605555555555561,-4.9185026016716495,0.0,4.012833680850107,4.414117048935117,3.611550312765096,-1,-1.0,wait,2
000552.SZ,20220524,4.23,4.31,4.08,4.09,4.24,-0.15000000000000036,-3.5377,830077.95,349591.16,67.4986435160065,171.5560513106527,934.4457435474366,0.25995316159250575,0.0230555555555548,1.3207520417715115,0.837837837837838,4.019359512734783,4.421295464008262,3.6174235614613046,0,0.0,wait,16
601003.SH,20220524,4.33,4.34,4.13,4.14,4.34,-0.20000000000000018,-4.6083,138105.53,58455.377,70.89947089947002,258.1717451523562,-223.3543502756895,0.2563176895306859,0.011166666666667038,0.6397762799310238,0.014084507042253221,4.4414091396877,4.88555005365647,3.99726822571893,0,0.0,wait,6
601016.SH,20220524,4.49,4.52,4.3,4.31,4.5,-0.1900000000000004,-4.2222,756411.53,334380.912,36.85800604229545,125.12820512820541,1086.3542906597247,0.1696035242290749,0.022777777777778115,1.3048449015747132,0.7012987012987008,4.313456054595922,4.744801660055514,3.88211044913633,0,0.0,wait,16
000035.SZ,20220524,4.44,4.47,4.32,4.35,4.44,-0.09000000000000075,-2.027,108434.64,47604.76,48.5837734037443,81.58961881589707,844.2160511605347,0.13015184381778752,0.022111111111111633,1.2666669489053097,0.5666666666666659,4.392509244707615,4.831760169178376,3.953258320236853,0,0.0,wait,11
002084.SZ,20220524,3.93,3.93,3.68,3.7,3.91,-0.20999999999999996,-5.3708,113168.1,42867.833,-51.812561572837865,23.235999954070362,674.5570854152811,0.21802559330989948,-0.03413166666666669,-1.9548415723963652,0.31222339304531105,3.9133603606235376,4.304696396685891,3.5220243245611838,0,0.0,wait,6
000959.SZ,20220524,4.5,4.53,4.3,4.32,4.54,-0.21999999999999975,-4.8458,384446.36,169892.897,54.0740740740753,218.867924528302,-296.49225521512716,0.2111111111111112,0.013499999999999932,0.7734460388630894,0.052631578947368834,4.595806220881878,5.055386842970066,4.13622559879369,0,0.0,wait,7
002641.SZ,20220524,4.74,4.76,4.48,4.51,4.68,-0.16999999999999993,-3.6325,111847.05,51512.801,56.58263305322132,115.1670951156823,607.3113966725984,0.1538461538461538,0.017833333333333957,1.0216664377313598,0.763888888888889,4.525170518772231,4.977687570649453,4.072653466895008,0,0.0,wait,14
603993.SH,20220524,4.73,4.74,4.54,4.54,4.75,-0.20999999999999996,-4.4211,1306234.66,606455.861,78.54251012145752,217.739628040057,34.89714427637344,0.13737373737373748,0.028277777777778165,1.6197656734907693,0.3970588235294121,4.65812617470246,5.123938792172706,4.192313557232214,0,0.0,wait,14
002602.SZ,20220524,4.71,4.72,4.5,4.5,4.7,-0.20000000000000018,-4.2553,604127.0,278248.58,-17.305315203953423,192.69406392693952,32.42763636389526,0.15708812260536387,0.006000000000000017,0.34377055187147404,0.12195121951219477,4.773797729537289,5.251177502491018,4.296417956583561,0,0.0,wait,10
601600.SH,20220524,5.15,5.22,4.93,4.93,5.24,-0.3100000000000005,-5.916,2504029.84,1273592.789,121.0374639769451,262.3376623376622,403.926950459993,0.1609848484848486,0.07811111111111038,4.466368113379127,0.5882352941176467,4.87402521966864,5.361427741635504,4.386622697701776,0,0.0,wait,9
002272.SZ,20220524,4.82,4.86,4.61,4.63,4.86,-0.23000000000000043,-4.7325,50209.0,23739.27,91.65408688834148,185.32983305812178,949.4831185430858,0.15327160493827166,0.03956833333333373,2.265916449386577,0.6912337226473347,4.6263987376034565,5.089038611363803,4.1637588638431104,0,0.0,wait,14
600496.SH,20220524,4.46,4.48,4.21,4.21,4.44,-0.23000000000000043,-5.1802,314277.59,135725.899,-188.88888888888812,-12.77173913043511,649.4075655720039,0.15250544662309362,-0.022444444444444663,-1.285756067981905,0.4571428571428571,4.429967661997458,4.8729644281972035,3.9869708957977124,0,0.0,wait,16
002085.SZ,20220524,4.93,5.08,4.73,4.74,4.89,-0.14999999999999947,-3.0675,277414.99,136130.151,83.22639780018335,114.21965317919074,930.0664623034572,0.3156822810590632,0.03094444444444409,1.7724204782483584,0.8903225806451613,4.525357315329991,4.97789304686299,4.072821583796992,0,0.0,wait,1
600577.SH,20220524,5.05,5.09,4.63,4.65,5.02,-0.3699999999999992,-7.3705,617343.14,298736.632,17.132216014897857,91.93083573487029,1009.5990864007842,0.19721115537848594,0.009999999999999747,0.5729386976834714,0.6262626262626267,4.728972973886084,5.201870271274693,4.256075676497476,0,0.0,wait,14
002390.SZ,20220524,4.93,4.94,4.61,4.63,4.87,-0.2400000000000002,-4.9281,263227.13,124821.526,-17.795986973421723,37.93948059749486,155.63309249532944,0.12096658979121166,-0.020150000000000157,-1.1543537429030635,0.5449637253247842,4.811764065979207,5.292940472577127,4.330587659381287,0,0.0,wait,14
600210.SH,20220524,6.28,6.28,5.71,5.87,5.71,0.16000000000000014,2.8021,2425148.87,1475461.94,217.00404858299612,291.0543130990421,1123.3616055423408,0.2725724020442931,0.12416666666666701,7.0779996155732805,1.0,5.1434661652231,5.6578127817454105,4.62911954870079,1,1.0,wait,1
600986.SH,20220524,5.1,5.18,4.83,4.83,5.12,-0.29000000000000004,-5.6641,601146.83,302094.839,19.157088122603515,306.3414634146349,460.5176281012992,0.15909090909090906,0.015888888888889174,0.9102896767054031,0.46428571428571397,5.058167863012285,5.563984649313514,4.552351076711056,0,0.0,wait,14
002314.SZ,20220524,4.66,4.7,4.37,4.39,4.67,-0.28000000000000025,-5.9957,817253.92,366944.35,-75.15617491590561,0.5912162162160388,855.1384347928265,0.23809523809523814,-0.03072222222222207,-1.7597001759738704,0.4583333333333331,4.641462066663331,5.105608273329664,4.177315859996997,0,0.0,wait,17
002839.SZ,20220524,4.94,4.95,4.78,4.78,4.93,-0.14999999999999947,-3.0426,364444.21,176989.186,-126.53061224489784,3.63636363636292,-679.8882830282633,0.10998566294896382,-0.00677777777777835,-0.3883321147817135,0.0,4.995882316156394,5.495470547772034,4.496294084540755,0,0.0,wait,30
002627.SZ,20220524,5.47,5.76,5.39,5.42,5.57,-0.15000000000000036,-2.693,540237.92,300864.177,222.22222222222163,282.12728857890147,845.141625725845,0.16876122082585285,0.06477777777777781,3.70631496359269,0.8404255319148933,5.190044601204881,5.709049061325369,4.671040141084393,0,0.0,wait,9
000425.SZ,20220524,5.2,5.34,5.17,5.18,5.15,0.02999999999999936,0.5825,760945.58,400122.659,126.73879443585778,98.42931937172774,836.7411326065151,0.08670520231213875,0.025999999999999933,1.4893547265513958,0.9777777777777763,5.095233105228204,5.604756415751025,4.585709794705384,0,0.0,wait,55
600901.SH,20220524,5.24,5.28,5.11,5.12,5.24,-0.1200000000000001,-2.2901,197033.56,102202.315,-3.225806451609999,117.82178217821952,873.6826706699984,0.10000000000000005,0.011333333333333973,0.6493243680645576,0.6603773584905668,5.1243075765388335,5.636738334192717,4.61187681888495,0,0.0,wait,55
002697.SZ,20220524,4.94,4.95,4.61,4.63,4.95,-0.3200000000000003,-6.4646,391659.78,186065.301,-195.90816951869132,-26.418994831848828,502.0115158308626,0.10090104085754242,-0.02450444444444294,-1.403720328003119,0.0,4.964383199611825,5.460821519573007,4.467944879650642,0,0.0,wait,26
000598.SZ,20220524,5.1,5.12,4.96,4.97,5.08,-0.11000000000000032,-2.1654,197416.03,99386.024,-212.94498381876812,-38.09523809523628,561.1991544690395,0.09883720930232553,-0.009444444444444276,-0.5411107183151005,0.627450980392156,5.059448380566617,5.565393218623279,4.553503542509955,0,0.0,wait,55
002517.SZ,20220524,5.4,5.52,5.27,5.28,5.41,-0.1299999999999999,-2.403,541133.37,292177.998,129.90353697749165,213.16129032258104,997.7533838123718,0.2680221811460259,0.038888888888888466,2.2270469674135507,0.9103448275862069,5.030279509719503,5.533307460691454,4.527251558747553,0,0.0,wait,10
600398.SH,20220524,5.15,5.16,4.93,4.95,5.14,-0.1899999999999995,-3.6965,201036.39,101286.744,-199.13419913419946,66.16541353383492,60.96262170781133,0.08286252354048955,-0.006222222222222037,-0.35650247178423294,0.18181818181818218,5.130220291753617,5.643242320928979,4.617198262578255,0,0.0,wait,55
603323.SH,20220524,5.03,5.03,4.87,4.87,5.03,-0.16000000000000014,-3.1809,298667.53,146959.83,-155.73770491803265,-110.69574247144266,-943.6241169490818,0.13805309734513277,-0.03427777777777776,-1.9632033394299595,0.0,5.194297173891989,5.713726891281189,4.67486745650279,0,0.0,wait,30
601658.SH,20220524,5.23,5.28,5.21,5.23,5.22,0.010000000000000675,0.1916,1281896.81,672564.749,-36.07142857142743,-57.53768844221043,-949.2358844376448,0.07678571428571423,-0.007222222222221549,-0.4137956575436792,0.13953488372093148,5.325584595503833,5.858143055054216,4.79302613595345,0,0.0,wait,55
002822.SZ,20220524,5.5,5.54,5.16,5.16,5.48,-0.3200000000000003,-5.8394,278908.58,148393.409,-15.889464594128086,140.24064171123024,794.6849268934359,0.135036496350365,0.01422222222222276,0.8148183733868322,0.5675675675675673,5.402970593552401,5.943267652907641,4.86267353419716,0,0.0,wait,11
600642.SH,20220524,5.49,5.54,5.32,5.33,5.49,-0.16000000000000014,-2.9144,127282.08,69250.093,-70.16011644832676,39.67828418230502,292.94846997979744,0.10619469026548681,-0.013500000000000775,-0.7734460388631377,0.4666666666666667,5.513095826886817,6.064405409575499,4.961786244198135,0,0.0,wait,16
000825.SZ,20220524,5.7,5.72,5.5,5.5,5.74,-0.2400000000000002,-4.1812,577135.2,323460.985,38.565022421524056,169.436997319035,-474.7897224774732,0.18684603886397608,0.0137777777777783,0.7893585730317604,0.04799999999999969,5.795531995499309,6.37508519504924,5.215978795949378,0,0.0,wait,9
002563.SZ,20220524,5.67,5.69,5.49,5.5,5.67,-0.16999999999999993,-2.9982,131768.77,73444.257,-96.12738815973728,-17.919327459381936,-572.296345389303,0.1322183654149574,-0.015611111111110808,-0.8943781295565548,0.0,5.722697281005567,6.2949670091061245,5.15042755290501,0,0.0,wait,55
600908.SH,20220524,5.57,5.58,5.43,5.43,5.56,-0.1299999999999999,-2.3381,161342.77,88888.439,-179.17355371900953,-100.84985835694292,-448.6238238064227,0.07966101694915265,-0.02055555555555623,-1.1775807428272849,0.0,5.65290082215834,6.2181909043741745,5.087610739942506,0,0.0,wait,55
600248.SH,20220524,5.31,5.35,5.0,5.0,5.29,-0.29000000000000004,-5.482,562816.02,289083.666,-149.15797914995971,-71.14093959731512,363.06536628051134,0.16753022452504313,-0.07633333333333381,-4.365112788837789,0.1855670103092781,5.438124679165628,5.98193714708219,4.894312211249066,0,0.0,wait,17
600581.SH,20220524,5.97,5.98,5.62,5.63,6.06,-0.4299999999999997,-7.0957,815268.53,475170.443,35.9403419425246,171.64461247637072,136.6218254940017,0.22807017543859645,0.03749999999999916,2.1475854282984552,0.2243589743589742,5.909083908218135,6.499992299039949,5.318175517396321,0,0.0,wait,9
600662.SH,20220524,5.76,5.8,5.46,5.46,5.76,-0.2999999999999998,-5.2083,78848.45,44366.298,-76.73956262425511,76.23089983022072,568.668747830364,0.27178729689807973,-0.015333333333333282,-0.8784664444424919,0.28804347826086973,5.70173976604865,6.271913742653515,5.131565789443785,0,0.0,wait,14
002283.SZ,20220524,6.38,6.47,5.9,5.92,6.25,-0.33000000000000007,-5.28,197505.59,122138.033,85.63458856345899,129.07403410317252,939.0778333708987,0.20159999999999997,0.06044444444444421,3.459003133099062,0.738095238095238,5.9552198174254904,6.55074179916804,5.359697835682941,0,0.0,wait,11
000012.SZ,20220524,6.18,6.37,5.91,5.93,6.17,-0.2400000000000002,-3.8898,675580.01,416248.052,86.71328671328672,157.22455203964924,880.3990503349502,0.12959999999999994,0.04066666666666631,2.3287451901667757,0.6049382716049377,6.067793757396596,6.674573133136255,5.461014381656937,0,0.0,wait,11
000728.SZ,20220524,5.75,5.79,5.58,5.58,5.74,-0.16000000000000014,-2.7875,277212.97,157445.24,19.238362278619235,173.0507364042949,-143.38052852524592,0.20527611577109156,0.0043800000000003446,0.25095390947546986,0.019454710271250134,5.895101501270866,6.484611651397953,5.3055913511437796,0,0.0,wait,8
601515.SH,20220524,4.53,4.55,4.34,4.34,4.56,-0.21999999999999975,-4.8246,236309.29,105083.678,-58.178857115484746,181.794819774126,-312.7281780122373,0.17543792985522666,0.003534999999999821,0.2025397369208391,0.0,4.632396726006043,5.095636398606647,4.1691570534054385,0,0.0,wait,9
603601.SH,20220524,6.0,6.03,5.7,5.7,6.0,-0.2999999999999998,-5.0,39213.86,23001.274,-26.306084818684877,88.33922261484122,819.8156586046717,0.15666666666666673,0.004388888888888687,0.2514631955031441,0.6808510638297876,5.836696314867069,6.420365946353776,5.253026683380362,0,0.0,wait,14
000069.SZ,20220524,5.73,5.8,5.61,5.62,5.72,-0.09999999999999964,-1.7483,634851.58,362632.691,-58.300653594771134,10.788381742738503,-254.69336783953557,0.19303338171262702,0.0022222222222223064,0.12732374488738576,0.04511278195488759,5.996647578199739,6.596312336019713,5.396982820379765,0,0.0,wait,7
600586.SH,20220524,6.6,6.67,6.2,6.22,6.63,-0.41000000000000014,-6.184,319677.42,205712.652,107.56547041707098,225.32051282051208,986.645373650884,0.1915535444947209,0.0697222222222224,3.9883347459947944,0.6771653543307085,6.233101195987394,6.856411315586133,5.609791076388655,0,0.0,wait,10
601668.SH,20220524,5.73,5.74,5.57,5.6,5.72,-0.1200000000000001,-2.0979,2585779.96,1459092.209,-201.04575163398627,-115.49960660896821,-560.3966006755605,0.10828025477707015,-0.015111111111111684,-0.8657369986643986,0.0,5.849925948090539,6.434918542899593,5.264933353281485,0,0.0,wait,27
600643.SH,20220524,6.1,6.11,5.86,5.87,6.1,-0.22999999999999954,-3.7705,86530.97,51812.499,-50.406504065039904,82.75862068965436,561.5813181980172,0.06796116504854369,-0.0011111111111113637,-0.06366195103844748,0.2619047619047627,6.044339791357803,6.648773770493584,5.4399058122220225,0,0.0,wait,55
600820.SH,20220524,5.82,5.84,5.56,5.56,5.81,-0.25,-4.3029,529690.19,300490.084,-141.78403755868533,-41.06666666666723,478.8353424425555,0.15702479338842978,-0.03966666666666638,-2.271541705267896,0.48421052631578937,5.733460923472266,6.306807015819492,5.160114831125039,0,0.0,wait,55
002097.SZ,20220524,6.29,6.33,5.96,5.98,6.25,-0.2699999999999996,-4.32,96011.73,58953.907,39.4557823129243,147.5029036004637,-54.359078122474614,0.16522988505747133,0.010888888888888249,0.6238627210019135,0.1478260869565224,6.303635260906584,6.933998786997242,5.673271734815926,0,0.0,wait,9
000059.SZ,20220524,6.3,6.32,6.0,6.01,6.28,-0.27000000000000046,-4.2994,121850.6,74833.086,51.7571884984018,167.97843665768096,649.5364320968519,0.12499999999999992,0.021888888888889613,1.253940713008414,0.32926829268292657,6.115979858462712,6.727577844308983,5.504381872616441,0,0.0,wait,55
002010.SZ,20220524,6.33,6.37,5.99,5.99,6.34,-0.34999999999999964,-5.5205,225456.73,138945.839,10.58201058201139,191.5309446254069,568.3863386106439,0.13722397476340695,0.01688888888888911,0.9675700661851367,0.5977011494252878,6.163625790158472,6.779988369174319,5.547263211142624,0,0.0,wait,17
