1445,003003.SZ,003003,天元股份,广东,广告包装,20200921
1446,003004.SZ,003004,声迅股份,北京,软件服务,20201126
1447,003005.SZ,003005,竞业达,北京,软件服务,20200922
1448,003006.SZ,003006,百亚股份,重庆,造纸,20200921
1449,003007.SZ,003007,直真科技,北京,软件服务,20200923
1450,003008.SZ,003008,开普检测,河南,电气设备,20200923
1451,003009.SZ,003009,中天火箭,陕西,航空,20200925
1452,003010.SZ,003010,若羽臣,广东,互联网,20200925
1453,003011.SZ,003011,海象新材,浙江,家居用品,20200930
1454,003012.SZ,003012,东鹏控股,广东,陶瓷,20201019
1455,003013.SZ,003013,地铁设计,广东,建筑工程,20201022
1456,003015.SZ,003015,日久光电,江苏,元器件,20201021
1457,003016.SZ,003016,欣贺股份,福建,服饰,20201026
1458,003017.SZ,003017,大洋生物,浙江,化工原料,20201026
1459,003018.SZ,003018,金富科技,广东,塑料,20201106
1460,003019.SZ,003019,宸展光电,福建,元器件,20201117
1461,003020.SZ,003020,立方制药,安徽,化学制药,20201215
1462,003021.SZ,003021,兆威机电,深圳,元器件,20201204
1463,003022.SZ,003022,联泓新科,山东,化工原料,20201208
1464,003023.SZ,003023,彩虹集团,四川,家用电器,20201211
1465,003025.SZ,003025,思进智能,浙江,机械基件,20201211
1466,003026.SZ,003026,中晶科技,浙江,半导体,20201218
1467,003027.SZ,003027,同兴环保,安徽,环境保护,20201218
1468,003028.SZ,003028,振邦智能,深圳,元器件,20201228
1469,003029.SZ,003029,吉大正元,吉林,软件服务,20201224
1470,003030.SZ,003030,祖名股份,浙江,食品,20210106
1471,003031.SZ,003031,中瓷电子,河北,元器件,20210104
1472,003032.SZ,003032,传智教育,江苏,文教休闲,20210112
1473,003033.SZ,003033,征和工业,山东,机械基件,20210111
1474,003035.SZ,003035,南网能源,广东,新型电力,20210119
1475,003036.SZ,003036,泰坦股份,浙江,纺织机械,20210128
1476,003037.SZ,003037,三和管桩,广东,水泥,20210204
1477,003038.SZ,003038,鑫铂股份,安徽,铝,20210210
1478,003039.SZ,003039,顺控发展,广东,水务,20210308
1479,003040.SZ,003040,楚天龙,广东,元器件,20210322
1480,003041.SZ,003041,真爱美家,浙江,纺织,20210406
1481,003042.SZ,003042,中农联合,山东,农药化肥,20210406
1482,003043.SZ,003043,华亚智能,江苏,专用机械,20210406
1483,003816.SZ,003816,中国广核,深圳,新型电力,20190826
2620,600000.SH,600000,浦发银行,上海,银行,19991110
2621,600004.SH,600004,白云机场,广东,机场,20030428
2622,600006.SH,600006,东风汽车,湖北,汽车整车,19990727
2623,600007.SH,600007,中国国贸,北京,园区开发,19990312
2624,600008.SH,600008,首创环保,北京,环境保护,20000427
2625,600009.SH,600009,上海机场,上海,机场,19980218
2626,600010.SH,600010,包钢股份,内蒙,普钢,20010309
2627,600011.SH,600011,华能国际,北京,火力发电,20011206
2628,600012.SH,600012,皖通高速,安徽,路桥,20030107
2629,600015.SH,600015,华夏银行,北京,银行,20030912
2630,600016.SH,600016,民生银行,北京,银行,20001219
2631,600017.SH,600017,日照港,山东,港口,20061017
2632,600018.SH,600018,上港集团,上海,港口,20061026
2633,600019.SH,600019,宝钢股份,上海,普钢,20001212
2634,600020.SH,600020,中原高速,河南,路桥,20030808
2635,600021.SH,600021,上海电力,上海,火力发电,20031029
2636,600022.SH,600022,山东钢铁,山东,普钢,20040629
2637,600023.SH,600023,浙能电力,浙江,火力发电,20131219
2638,600025.SH,600025,华能水电,云南,水力发电,20171215
2639,600026.SH,600026,中远海能,上海,水运,20020523
2640,600027.SH,600027,华电国际,山东,火力发电,20050203
2641,600028.SH,600028,中国石化,北京,石油加工,20010808
2642,600029.SH,600029,南方航空,广东,空运,20030725
2643,600030.SH,600030,中信证券,深圳,证券,20030106
2644,600031.SH,600031,三一重工,北京,工程机械,20030703
2645,600032.SH,600032,浙江新能,浙江,新型电力,20210525
2646,600033.SH,600033,福建高速,福建,路桥,20010209
2647,600035.SH,600035,楚天高速,湖北,路桥,20040310
2648,600036.SH,600036,招商银行,深圳,银行,20020409
2649,600037.SH,600037,歌华有线,北京,影视音像,20010208
2650,600038.SH,600038,中直股份,黑龙江,航空,20001218
2651,600039.SH,600039,四川路桥,四川,建筑工程,20030325
2652,600048.SH,600048,保利发展,广东,全国地产,20060731
2653,600050.SH,600050,中国联通,北京,电信运营,20021009
2654,600051.SH,600051,宁波联合,浙江,综合类,19970410
2655,600052.SH,600052,东望时代,浙江,影视音像,19970415
2656,600053.SH,600053,九鼎投资,江西,多元金融,19970418
2657,600054.SH,600054,黄山旅游,安徽,旅游景点,19970506
2658,600055.SH,600055,万东医疗,北京,医疗保健,19970519
2659,600056.SH,600056,中国医药,北京,医药商业,19970515
2660,600057.SH,600057,厦门象屿,福建,仓储物流,19970604
2661,600058.SH,600058,五矿发展,北京,商贸代理,19970528
2662,600059.SH,600059,古越龙山,浙江,红黄酒,19970516
2663,600060.SH,600060,海信视像,山东,家用电器,19970422
2664,600061.SH,600061,国投资本,上海,证券,19970519
2665,600062.SH,600062,华润双鹤,北京,化学制药,19970522
2666,600063.SH,600063,皖维高新,安徽,化纤,19970528
2667,600064.SH,600064,南京高科,江苏,园区开发,19970506
2668,600066.SH,600066,宇通客车,河南,汽车整车,19970508
2669,600067.SH,600067,冠城大通,福建,全国地产,19970508
2670,600070.SH,600070,浙江富润,浙江,互联网,19970604
2671,600071.SH,600071,凤凰光学,江西,元器件,19970528
2672,600072.SH,600072,中船科技,上海,船舶,19970603
2673,600073.SH,600073,上海梅林,上海,食品,19970704
2674,600075.SH,600075,新疆天业,新疆,化工原料,19970617
2675,600076.SH,600076,康欣新材,山东,其他建材,19970526
2676,600077.SH,600077,宋都股份,浙江,全国地产,19970520
2678,600079.SH,600079,人福医药,湖北,化学制药,19970606
2679,600080.SH,600080,金花股份,陕西,中成药,19970612
2680,600081.SH,600081,东风科技,上海,汽车配件,19970703
2681,600082.SH,600082,海泰发展,天津,园区开发,19970620
2684,600085.SH,600085,同仁堂,北京,中成药,19970625
2685,600088.SH,600088,中视传媒,上海,影视音像,19970616
2686,600089.SH,600089,特变电工,新疆,电气设备,19970618
2690,600094.SH,600094,大名城,上海,区域地产,19970703
2691,600095.SH,600095,湘财股份,黑龙江,证券,19970708
2692,600096.SH,600096,云天化,云南,农药化肥,19970709
2693,600097.SH,600097,开创国际,上海,渔业,19970619
2694,600098.SH,600098,广州发展,广东,火力发电,19970718
2695,600099.SH,600099,林海股份,江苏,汽车整车,19970704
2696,600100.SH,600100,同方股份,北京,IT设备,19970627
2697,600101.SH,600101,明星电力,四川,水力发电,19970627
2698,600103.SH,600103,青山纸业,福建,造纸,19970703
2699,600104.SH,600104,上汽集团,上海,汽车整车,19971125
2700,600105.SH,600105,永鼎股份,江苏,通信设备,19970929
2701,600106.SH,600106,重庆路桥,重庆,路桥,19970618
2702,600107.SH,600107,美尔雅,湖北,服饰,19971106
2703,600108.SH,600108,亚盛集团,甘肃,种植业,19970818
2704,600109.SH,600109,国金证券,四川,证券,19970807
2705,600110.SH,600110,诺德股份,吉林,电气设备,19971007
2706,600111.SH,600111,北方稀土,内蒙,小金属,19970924
2708,600113.SH,600113,浙江东日,浙江,区域地产,19971021
2709,600114.SH,600114,东睦股份,浙江,机械基件,20040511
2710,600115.SH,600115,中国东航,上海,空运,19971105
2711,600116.SH,600116,三峡水利,重庆,水力发电,19970804
2712,600117.SH,600117,西宁特钢,青海,特种钢,19971015
2713,600118.SH,600118,中国卫星,北京,航空,19970908
2714,600119.SH,600119,长江投资,上海,仓储物流,19980115
2715,600120.SH,600120,浙江东方,浙江,多元金融,19971201
2716,600121.SH,600121,郑州煤电,河南,煤炭开采,19980107
2718,600123.SH,600123,兰花科创,山西,煤炭开采,19981217
2719,600125.SH,600125,铁龙物流,辽宁,铁路,19980511
2720,600126.SH,600126,杭钢股份,浙江,普钢,19980311
2721,600127.SH,600127,金健米业,湖南,农业综合,19980506
2722,600128.SH,600128,弘业股份,江苏,商贸代理,19970901
2723,600129.SH,600129,太极集团,重庆,中成药,19971118
2724,600130.SH,600130,波导股份,浙江,通信设备,20000706
2725,600131.SH,600131,国网信通,四川,通信设备,19980402
2726,600132.SH,600132,重庆啤酒,重庆,啤酒,19971030
2727,600133.SH,600133,东湖高新,湖北,园区开发,19980212
2728,600135.SH,600135,乐凯胶片,河北,化工原料,19980122
2729,600136.SH,600136,当代文体,湖北,影视音像,19980303
2730,600137.SH,600137,浪莎股份,四川,服饰,19980416
2731,600138.SH,600138,中青旅,北京,旅游服务,19971203
2733,600141.SH,600141,兴发集团,湖北,化工原料,19990616
2734,600143.SH,600143,金发科技,广东,塑料,20040623
2735,600145.SH,600145,退新亿,,,19990923
2737,600148.SH,600148,长春一东,吉林,汽车配件,19980520
2738,600149.SH,600149,廊坊发展,河北,综合类,19991014
2739,600150.SH,600150,中国船舶,上海,船舶,19980520
2740,600151.SH,600151,航天机电,上海,汽车配件,19980605
2741,600152.SH,600152,维科技术,浙江,电气设备,19980609
2742,600153.SH,600153,建发股份,福建,仓储物流,19980616
2743,600155.SH,600155,华创阳安,北京,证券,19980918
2744,600156.SH,600156,华升股份,湖南,纺织,19980527
2745,600157.SH,600157,永泰能源,山西,火力发电,19980513
2746,600158.SH,600158,中体产业,天津,文教休闲,19980327
2747,600159.SH,600159,大龙地产,北京,区域地产,19980526
2748,600160.SH,600160,巨化股份,浙江,化工原料,19980626
2749,600161.SH,600161,天坛生物,北京,生物制药,19980616
2750,600162.SH,600162,香江控股,深圳,全国地产,19980609
2751,600163.SH,600163,中闽能源,福建,新型电力,19980602
2752,600165.SH,600165,新日恒力,宁夏,化工原料,19980529
2753,600166.SH,600166,福田汽车,北京,汽车整车,19980602
2754,600167.SH,600167,联美控股,辽宁,供气供热,19990128
2755,600168.SH,600168,武汉控股,湖北,水务,19980427
2756,600169.SH,600169,太原重工,山西,工程机械,19980904
2757,600170.SH,600170,上海建工,上海,建筑工程,19980623
2758,600171.SH,600171,上海贝岭,上海,半导体,19980924
2759,600172.SH,600172,黄河旋风,河南,矿物制品,19981126
