0,601200.SH
0,601899.SH
0,002273.SZ
0,600761.SH
0,600655.SH
0,603808.SH
0,601098.SH
0,000498.SZ
0,603113.SH
0,605006.SH
0,603232.SH
0,600271.SH
0,600039.SH
0,600487.SH
0,000021.SZ
0,002091.SZ
0,003006.SZ
0,002698.SZ
0,600348.SH
0,601058.SH
0,000807.SZ
0,000951.SZ
0,600475.SH
0,600273.SH
0,000401.SZ
0,603496.SH
0,600535.SH
0,000338.SZ
0,000555.SZ
0,601009.SH
0,600160.SH
0,000970.SZ
0,002053.SZ
0,000789.SZ
0,600674.SH
0,002706.SZ
0,600380.SH
0,002202.SZ
0,002815.SZ
0,605166.SH
0,603667.SH
0,600597.SH
0,002664.SZ
0,600580.SH
0,600483.SH
0,000997.SZ
0,002262.SZ
0,002545.SZ
0,600933.SH
0,603901.SH
0,601231.SH
0,600452.SH
0,600449.SH
0,002438.SZ
0,601137.SH
0,000983.SZ
0,600131.SH
0,603848.SH
0,603060.SH
0,603131.SH
0,000039.SZ
0,601688.SH
0,002879.SZ
0,600216.SH
0,688590.SH
0,002997.SZ
0,601208.SH
0,000301.SZ
0,600123.SH
0,000933.SZ
0,000887.SZ
0,002156.SZ
0,603866.SH
0,001979.SZ
0,002918.SZ
0,002949.SZ
0,000923.SZ
0,601699.SH
0,002867.SZ
0,002048.SZ
0,600926.SH
0,601666.SH
0,601211.SH
0,002402.SZ
0,600985.SH
0,002493.SZ
0,603298.SH
0,603035.SH
0,000001.SZ
0,002128.SZ
0,002463.SZ
0,002585.SZ
0,603588.SH
0,600557.SH
0,601965.SH
0,000034.SZ
0,002539.SZ
0,600546.SH
0,603587.SH
0,002624.SZ
0,002242.SZ
0,002236.SZ
0,603040.SH
0,600399.SH
0,688501.SH
0,601233.SH
0,603368.SH
0,002281.SZ
0,603693.SH
0,605007.SH
0,605136.SH
0,603611.SH
0,603992.SH
0,603809.SH
0,002318.SZ
0,002120.SZ
0,002518.SZ
0,002979.SZ
0,600803.SH
0,000960.SZ
0,002158.SZ
0,601838.SH
0,002979.SZ
0,600803.SH
0,000960.SZ
0,600104.SH
0,600031.SH
0,002158.SZ
0,000636.SZ
0,605366.SH
0,603610.SH
0,002777.SZ
0,002384.SZ
0,600183.SH
0,603466.SH
0,002007.SZ
0,000902.SZ
0,600171.SH
0,603319.SH
0,600048.SH
0,603886.SH
0,002050.SZ
0,600171.SH
0,603319.SH
0,600048.SH
0,600459.SH
0,603886.SH
0,603920.SH
0,002439.SZ
0,603565.SH
0,603218.SH
0,000708.SZ
0,600392.SH
0,002705.SZ
0,002878.SZ
0,000938.SZ
0,002182.SZ
0,600549.SH
0,002444.SZ
0,000988.SZ
0,002368.SZ
0,603477.SH
0,002601.SZ
0,002643.SZ
0,002690.SZ
0,603877.SH
0,002955.SZ
0,003029.SZ
0,000830.SZ
0,605108.SH
0,600323.SH
0,601166.SH
0,002245.SZ
0,603801.SH
0,605068.SH
0,605189.SH
0,002851.SZ
0,600089.SH
0,000672.SZ
0,002925.SZ
0,002484.SZ
0,603915.SH
0,002833.SZ
0,002372.SZ
0,600741.SH
0,002216.SZ
0,001205.SZ
0,603733.SH
0,002727.SZ
0,000581.SZ
0,001205.SZ
0,603733.SH
0,002727.SZ
0,601601.SH
0,002335.SZ
0,003022.SZ
0,002884.SZ
0,603855.SH
0,603927.SH
0,002396.SZ
0,600346.SH
0,600529.SH
0,600884.SH
0,600729.SH
0,600764.SH
0,601615.SH
0,603355.SH
0,603043.SH
0,002258.SZ
0,600900.SH
0,603916.SH
0,002555.SZ
0,000063.SZ
0,603305.SH
0,000739.SZ
0,002223.SZ
0,600584.SH
0,603681.SH
0,601156.SH
0,603719.SH
0,600872.SH
0,000977.SZ
0,600566.SH
0,002138.SZ
0,002832.SZ
0,601155.SH
0,603859.SH
0,002801.SZ
0,601677.SH
0,600295.SH
0,600690.SH
0,000408.SZ
0,601869.SH
0,002487.SZ
0,605099.SH
0,002831.SZ
0,603180.SH
0,003019.SZ
0,605336.SH
0,002497.SZ
0,603707.SH
0,002876.SZ
0,603008.SH
0,002938.SZ
0,002984.SZ
0,002008.SZ
0,002430.SZ
0,603233.SH
0,000028.SZ
0,603416.SH
0,600511.SH
0,605338.SH
0,002475.SZ
0,000786.SZ
0,002993.SZ
0,603005.SH
0,002568.SZ
0,003021.SZ
0,605398.SH
0,605337.SH
0,002028.SZ
0,600315.SH
0,002415.SZ
0,600111.SH
0,002407.SZ
0,000513.SZ
0,603380.SH
0,002968.SZ
0,600406.SH
0,000651.SZ
0,603738.SH
0,002142.SZ
0,603039.SH
0,601877.SH
0,002241.SZ
0,600141.SH
0,603197.SH
0,000049.SZ
0,002353.SZ
0,603883.SH
0,600378.SH
0,002648.SZ
0,605009.SH
0,002960.SZ
0,600036.SH
0,600887.SH
0,002709.SZ
0,600585.SH
0,603938.SH
0,002597.SZ
0,002129.SZ
0,603678.SH
0,600438.SH
0,000999.SZ
0,002541.SZ
0,600038.SH
0,605399.SH
0,603939.SH
0,600976.SH
0,601318.SH
0,600460.SH
0,603369.SH
0,603217.SH
0,002271.SZ
0,002240.SZ
0,003026.SZ
0,603658.SH
0,603666.SH
0,601100.SH
0,603155.SH
0,603899.SH
0,002352.SZ
0,603896.SH
0,600885.SH
0,603995.SH
0,002557.SZ
0,605266.SH
0,000333.SZ
0,603198.SH
0,605358.SH
0,603816.SH
0,600745.SH
0,600309.SH
0,603799.SH
0,603486.SH
0,002460.SZ
0,605123.SH
0,605168.SH
0,600703.SH
0,600763.SH
0,600882.SH
0,002036.SZ
