0,001965.SZ
0,002978.SZ
0,002531.SZ
0,002080.SZ
0,002027.SZ
0,002001.SZ
0,000935.SZ
0,000877.SZ
0,000785.SZ
0,000776.SZ
0,603977.SH
0,603568.SH
0,603260.SH
0,603258.SH
0,601919.SH
0,601918.SH
0,601717.SH
0,601512.SH
0,601377.SH
0,601101.SH
0,600989.SH
0,600596.SH
0,600426.SH
0,600176.SH
0,600030.SH
0,601636.SH
0,002818.SZ
0,002677.SZ
0,002315.SZ
0,603882.SH
0,002466.SZ
0,600010.SH
0,600170.SH
0,600282.SH
0,000629.SZ
0,000630.SZ
0,600219.SH
0,002392.SZ
0,601618.SH
0,000725.SZ
0,000656.SZ
0,000552.SZ
0,601003.SH
0,601016.SH
0,000035.SZ
0,002084.SZ
0,000959.SZ
0,002641.SZ
0,603993.SH
0,002602.SZ
0,601600.SH
0,002272.SZ
0,600496.SH
0,002085.SZ
0,600577.SH
0,002390.SZ
0,600210.SH
0,600986.SH
0,002314.SZ
0,002839.SZ
0,002627.SZ
0,000425.SZ
0,600901.SH
0,002697.SZ
0,000598.SZ
0,002517.SZ
0,600398.SH
0,603323.SH
0,601658.SH
0,002822.SZ
0,600642.SH
0,000825.SZ
0,002563.SZ
0,600908.SH
0,600248.SH
0,600581.SH
0,600662.SH
0,002283.SZ
0,000012.SZ
0,000728.SZ
0,601515.SH
0,603601.SH
0,000069.SZ
0,600586.SH
0,601668.SH
0,600643.SH
0,600820.SH
0,002097.SZ
0,000059.SZ
0,002010.SZ
0,002966.SZ
0,002533.SZ
0,002765.SZ
0,600019.SH
0,600018.SH
0,600728.SH
0,600409.SH
0,600516.SH
0,002117.SZ
0,601985.SH
0,601827.SH
0,600489.SH
0,000925.SZ
0,600997.SH
0,601669.SH
0,600012.SH
0,002054.SZ
0,600984.SH
0,600971.SH
0,600556.SH
0,002092.SZ
0,600966.SH
0,601686.SH
0,601963.SH
0,600737.SH
0,002064.SZ
0,002171.SZ
0,600817.SH
0,600552.SH
0,601369.SH
0,600507.SH
0,600970.SH
0,000910.SZ
0,600325.SH
0,601186.SH
0,002126.SZ
0,000703.SZ
0,002244.SZ
0,000683.SZ
0,002135.SZ
0,600395.SH
0,002745.SZ
0,002233.SZ
0,000975.SZ
0,600330.SH
0,600223.SH
0,000906.SZ
0,600366.SH
0,002152.SZ
0,002798.SZ
0,002436.SZ
0,002139.SZ
0,002191.SZ
0,000811.SZ
0,002465.SZ
0,600873.SH
0,600548.SH
0,603018.SH
0,002243.SZ
0,603128.SH
0,601138.SH
0,000885.SZ
0,605268.SH
0,600446.SH
0,000547.SZ
0,600299.SH
0,601117.SH
0,600110.SH
0,002649.SZ
0,002119.SZ
0,603055.SH
0,603686.SH
0,603818.SH
0,601200.SH
0,601899.SH
0,600761.SH
0,605299.SH
0,603818.SH
